DATE,TYPE,TESTED,RECOVERED,VACCINATED 2 ,VACCINATED 1,CONFIRMED ,DECEASED
25-08-2020,delta7,5908730,430549,0,0,465128,6597
26-08-2020,total,38576510,2523447,0,0,3307752,60631
26-08-2020,delta,924998,56191,0,0,75995,1017
26-08-2020,delta7,5915258,427375,0,0,471927,6635
27-08-2020,delta7,6010611,425122,0,0,480236,6720
27-08-2020,total,39477848,2583067,0,0,3384579,61697
27-08-2020,delta,901338,59620,0,0,76827,1066
28-08-2020,delta7,5915536,426739,0,0,487864,6786
28-08-2020,delta,928761,64475,0,0,76657,1019
28-08-2020,total,40406609,2647542,0,0,3461236,62716
29-08-2020,delta7,6169416,432620,0,0,496276,6811
29-08-2020,total,41461636,2712524,0,0,3539715,63659
29-08-2020,delta,1055027,64982,0,0,78479,943
30-08-2020,delta,846278,60422,0,0,79461,960
30-08-2020,total,42307914,2772946,0,0,3619176,64619
30-08-2020,delta7,6405777,436146,0,0,513988,6925
31-08-2020,delta,1016920,64435,0,0,68766,816
31-08-2020,total,43324834,2837381,0,0,3687942,65435
31-08-2020,delta7,6497314,434276,0,0,523058,6887
01-09-2020,total,44337201,2899528,0,0,3766110,66462
01-09-2020,delta,1012367,62147,0,0,78168,1027
01-09-2020,delta7,6685689,432272,0,0,534353,6848
02-09-2020,total,45509380,2967404,0,0,3848975,67488
02-09-2020,delta,1172179,67876,0,0,82865,1026
02-09-2020,delta7,6932870,443957,0,0,541223,6857
03-09-2020,total,46679145,3034914,0,0,3933134,68571
03-09-2020,delta,1169765,67510,0,0,84159,1083
03-09-2020,delta7,7201297,451847,0,0,548555,6874
04-09-2020,delta7,7331882,456976,0,0,559005,6921
04-09-2020,delta,1059346,69604,0,0,87107,1066
04-09-2020,total,47738491,3104518,0,0,4020241,69637
05-09-2020,delta7,7369509,465159,0,0,571132,7022
05-09-2020,total,48831145,3177683,0,0,4110847,70681
05-09-2020,delta,1092654,73165,0,0,90606,1044
06-09-2020,delta,720362,69630,0,0,91725,1005
06-09-2020,total,49551507,3247313,0,0,4202572,71686
06-09-2020,delta7,7243593,474367,0,0,583396,7067
07-09-2020,total,50650128,3321429,0,0,4277587,72815
07-09-2020,delta,1098621,74116,0,0,75015,1129
07-09-2020,delta7,7325294,484048,0,0,589645,7380
08-09-2020,total,51804677,3396037,0,0,4367442,73922
08-09-2020,delta7,7467476,496509,0,0,601332,7460
08-09-2020,delta,1154549,74608,0,0,89855,1107
09-09-2020,delta,1129756,73062,0,0,95536,1168
09-09-2020,total,52934433,3469099,0,0,4462978,75090
09-09-2020,delta7,7425053,501695,0,0,614003,7602
10-09-2020,total,54097975,3540003,0,0,4559740,76303
10-09-2020,delta7,7418830,505089,0,0,626606,7732
10-09-2020,delta,1163542,70904,0,0,96762,1213
11-09-2020,total,55189226,3621459,0,0,4657395,77505
11-09-2020,delta,1091251,81456,0,0,97655,1202
11-09-2020,delta7,7450735,516941,0,0,637154,7868
12-09-2020,delta7,7429783,521638,0,0,640962,7935
12-09-2020,delta,1071702,77862,0,0,94414,1111
12-09-2020,total,56260928,3699321,0,0,4751809,78616
13-09-2020,delta,978500,77748,0,0,93220,1140
13-09-2020,total,57239428,3777069,0,0,4845029,79756
13-09-2020,delta7,7687921,529756,0,0,642457,8070
14-09-2020,delta,1072845,79208,0,0,81909,1054
14-09-2020,delta7,7662145,534848,0,0,649351,7995
14-09-2020,total,58312273,3856277,0,0,4926938,80810
15-09-2020,total,59429115,3939131,0,0,5018035,82091
15-09-2020,delta,1116842,82854,0,0,91097,1281
15-09-2020,delta7,7624438,543094,0,0,650593,8169
16-09-2020,delta7,7631295,552956,0,0,652917,8141
16-09-2020,delta,1136613,82924,0,0,97860,1140
16-09-2020,total,60565728,4022055,0,0,5115895,83231
17-09-2020,delta,1006615,87788,0,0,96787,1175
17-09-2020,total,61572343,4109843,0,0,5212682,84406
17-09-2020,delta7,7474368,569840,0,0,652942,8103
18-09-2020,total,62454254,4205358,0,0,5305655,85627
18-09-2020,delta,881911,95515,0,0,92973,1221
18-09-2020,delta7,7265028,583899,0,0,648260,8122
19-09-2020,total,63661060,4299747,0,0,5398229,86776
19-09-2020,delta7,7400132,600426,0,0,646420,8160
19-09-2020,delta,1206806,94389,0,0,92574,1149
20-09-2020,total,64392594,4392673,0,0,5485624,87911
20-09-2020,delta,731534,92926,0,0,87395,1135
20-09-2020,delta7,7153166,615604,0,0,640595,8155
21-09-2020,total,65325779,4494748,0,0,5560117,88967
21-09-2020,delta7,7013506,638471,0,0,633179,8157
21-09-2020,delta,933185,102075,0,0,74493,1056
22-09-2020,total,66279462,4584405,0,0,5643479,90052
22-09-2020,delta7,6850347,645274,0,0,625444,7961
22-09-2020,delta,953683,89657,0,0,83362,1085
23-09-2020,delta7,6870303,649809,0,0,614287,7944
23-09-2020,delta,1156569,87459,0,0,86703,1123
23-09-2020,total,67436031,4671864,0,0,5730182,91175
24-09-2020,delta7,7356097,643163,0,0,603421,7913
24-09-2020,total,68928440,4753006,0,0,5816103,92319
24-09-2020,delta,1492409,81142,0,0,85921,1144
25-09-2020,delta,1341535,93331,0,0,85717,1093
25-09-2020,total,70269975,4846337,0,0,5901820,93412
25-09-2020,delta7,7815721,640979,0,0,596165,7785
26-09-2020,total,71257836,4938702,0,0,5990579,94536
26-09-2020,delta,987861,92365,0,0,88759,1124
26-09-2020,delta7,7596776,638955,0,0,592350,7760
27-09-2020,delta7,7574636,620720,0,0,587725,7665
27-09-2020,total,71967230,5013393,0,0,6073349,95576
27-09-2020,delta,709394,74691,0,0,82770,1040
28-09-2020,total,73110041,5098591,0,0,6143018,96351
28-09-2020,delta,1142811,85198,0,0,69669,775
28-09-2020,delta7,7784262,603843,0,0,582901,7384
29-09-2020,total,74196729,5184741,0,0,6223518,97529
29-09-2020,delta7,7917267,600336,0,0,580039,7477
29-09-2020,delta,1086688,86150,0,0,80500,1178
30-09-2020,delta7,8183750,598151,0,0,580084,7533
30-09-2020,delta,1423052,85274,0,0,86748,1179
30-09-2020,total,75619781,5270015,0,0,6310266,98708
01-10-2020,delta7,7789288,595740,0,0,575948,7488
01-10-2020,delta,1097947,78731,0,0,81785,1099
01-10-2020,total,76717728,5348746,0,0,6392051,99807
02-10-2020,delta,1132675,76340,0,0,79885,1068
02-10-2020,total,77850403,5425086,0,0,6471936,100875
02-10-2020,delta7,7580428,578749,0,0,570116,7463
03-10-2020,total,78992534,5506741,0,0,6547415,101812
03-10-2020,delta,1142131,81655,0,0,75479,937
03-10-2020,delta7,7734698,568039,0,0,556836,7276
04-10-2020,delta,989860,76715,0,0,74770,903
04-10-2020,total,79982394,5583456,0,0,6622185,102715
04-10-2020,delta7,8015164,570063,0,0,548836,7139
05-10-2020,delta7,7961756,560722,0,0,539297,7250
05-10-2020,delta,1089403,75857,0,0,60130,886
05-10-2020,total,81071797,5659313,0,0,6682315,103601
06-10-2020,delta7,8074925,556517,0,0,530666,7062
06-10-2020,total,82271654,5741258,0,0,6754184,104591
06-10-2020,delta,1199857,81945,0,0,71869,990
07-10-2020,total,83465975,5824468,0,0,6832993,105554
07-10-2020,delta,1194321,83210,0,0,78809,963
07-10-2020,delta7,7846194,554453,0,0,522727,6846
08-10-2020,delta,1168705,78745,0,0,70798,967
08-10-2020,delta7,7916952,554467,0,0,511740,6714
08-10-2020,total,84634680,5903213,0,0,6903791,106521
09-10-2020,total,85798698,5985841,0,0,6977096,107450
09-10-2020,delta,1164018,82628,0,0,73305,929
09-10-2020,delta7,7948295,560755,0,0,505160,6575
10-10-2020,delta,1078544,89024,0,0,74418,921
10-10-2020,total,86877242,6074865,0,0,7051514,108371
10-10-2020,delta7,7884708,568124,0,0,504099,6559
11-10-2020,delta7,7889699,562974,0,0,497118,6469
11-10-2020,delta,994851,71565,0,0,67789,813
11-10-2020,total,87872093,6146430,0,0,7119303,109184
12-10-2020,delta7,7873310,565482,0,0,491250,6293
12-10-2020,delta,1073014,78365,0,0,54262,710
12-10-2020,total,88945107,6224795,0,0,7173565,109894
13-10-2020,total,90090122,6298874,0,0,7237282,110621
13-10-2020,delta,1145015,74079,0,0,63717,727
13-10-2020,delta7,7818468,557616,0,0,483098,6030
14-10-2020,total,91226305,6380456,0,0,7305093,111311
14-10-2020,delta,1136183,81582,0,0,67811,690
14-10-2020,delta7,7760330,555988,0,0,472100,5757
15-10-2020,total,92254927,6451248,0,0,7368534,112193
15-10-2020,delta7,7620247,548035,0,0,464743,5672
15-10-2020,delta,1028622,70792,0,0,63441,882
16-10-2020,total,93254017,6521816,0,0,7430838,113033
16-10-2020,delta7,7455319,535975,0,0,453742,5583
16-10-2020,delta,999090,70568,0,0,62304,840
17-10-2020,delta7,7346948,519534,0,0,441217,5694
17-10-2020,delta,970173,72583,0,0,61893,1032
17-10-2020,total,94224190,6594399,0,0,7492731,114065
18-10-2020,delta,859786,66418,0,0,56519,582
18-10-2020,delta7,7211883,514387,0,0,429947,5463
18-10-2020,total,95083976,6660817,0,0,7549250,114647
19-10-2020,delta,1032795,69800,0,0,45506,589
19-10-2020,total,96116771,6730617,0,0,7594756,115236
19-10-2020,delta7,7171664,505822,0,0,421191,5342
20-10-2020,delta,1083608,61828,0,0,54348,714
20-10-2020,delta7,7110257,493571,0,0,411822,5329
20-10-2020,total,97200379,6792445,0,0,7649104,115950
21-10-2020,delta,1469984,79561,0,0,56264,701
21-10-2020,total,98670363,6872006,0,0,7705368,116651
21-10-2020,delta7,7444058,491550,0,0,400275,5340
22-10-2020,total,100113085,6946575,0,0,7759739,117337
22-10-2020,delta,1442722,74569,0,0,54371,686
22-10-2020,delta7,7858158,495327,0,0,391205,5144
23-10-2020,delta7,8128547,491753,0,0,382832,4959
23-10-2020,delta,1269479,66994,0,0,53931,655
23-10-2020,total,101382564,7013569,0,0,7813670,117992
24-10-2020,delta7,8299279,481440,0,0,371305,4505
24-10-2020,total,102523469,7075839,0,0,7864036,118570
24-10-2020,delta,1140905,62270,0,0,50366,578
25-10-2020,delta7,8378802,474326,0,0,360708,4406
25-10-2020,delta,939309,59304,0,0,45922,483
25-10-2020,total,103462778,7135143,0,0,7909958,119053
26-10-2020,total,104420894,7199016,0,0,7946062,119544
26-10-2020,delta,958116,63873,0,0,36104,491
26-10-2020,delta7,8304123,468399,0,0,351306,4308
27-10-2020,delta,1066786,58429,0,0,43036,511
27-10-2020,delta7,8287301,465000,0,0,339994,4105
27-10-2020,total,105487680,7257445,0,0,7989098,120055
28-10-2020,total,106563440,7314039,0,0,8039286,120570
28-10-2020,delta,1075760,56594,0,0,50188,515
28-10-2020,delta7,7893077,442033,0,0,333918,3919
29-10-2020,total,107728088,7371906,0,0,8088051,121132
29-10-2020,delta,1164648,57867,0,0,48765,562
29-10-2020,delta7,7615003,425331,0,0,328312,3795
30-10-2020,delta7,7413500,417342,0,0,322498,3690
30-10-2020,delta,1067976,59005,0,0,48117,550
30-10-2020,total,108796064,7430911,0,0,8136168,121682
31-10-2020,delta7,7363834,413754,0,0,319360,3581
31-10-2020,total,109887303,7489593,0,0,8183396,122151
31-10-2020,delta,1091239,58682,0,0,47228,469
01-11-2020,delta7,7280325,407762,0,0,319366,3589
01-11-2020,total,110743103,7542905,0,0,8229324,122642
01-11-2020,delta,855800,53312,0,0,45928,491
02-11-2020,delta,1046247,58524,0,0,37592,498
02-11-2020,total,111789350,7601429,0,0,8266916,123140
02-11-2020,delta7,7368456,402413,0,0,320854,3596
03-11-2020,total,112998959,7654757,0,0,8312943,123650
03-11-2020,delta,1209609,53328,0,0,46027,510
03-11-2020,delta7,7511279,397312,0,0,323845,3595
04-11-2020,total,114208384,7710630,0,0,8363408,124357
04-11-2020,delta7,7644944,396591,0,0,324122,3787
04-11-2020,delta,1209425,55873,0,0,50465,707
05-11-2020,delta,1220711,54133,0,0,47628,672
05-11-2020,total,115429095,7764763,0,0,8411036,125029
05-11-2020,delta7,7701007,392857,0,0,322985,3897
06-11-2020,delta7,7746240,387844,0,0,325227,3924
06-11-2020,total,116542304,7818755,0,0,8461395,125606
06-11-2020,delta,1113209,53992,0,0,50359,577
07-11-2020,total,117736791,7867291,0,0,8507206,126163
07-11-2020,delta,1194487,48536,0,0,45811,557
07-11-2020,delta7,7849488,377698,0,0,323810,4012
08-11-2020,delta7,7829089,372851,0,0,324589,4011
08-11-2020,delta,835401,48465,0,0,46707,490
08-11-2020,total,118572192,7915756,0,0,8553913,126653
09-11-2020,delta,1043665,41449,0,0,37119,450
09-11-2020,total,119615857,7957205,0,0,8591032,127103
09-11-2020,delta7,7826507,355776,0,0,324116,3963
10-11-2020,delta,1153294,54639,0,0,44724,511
10-11-2020,delta7,7770192,357087,0,0,322813,3964
10-11-2020,total,120769151,8011844,0,0,8635756,127614
11-11-2020,total,121962509,8064548,0,0,8684041,128164
11-11-2020,delta,1193358,52704,0,0,48285,550
11-11-2020,delta7,7754125,353918,0,0,320633,3807
12-11-2020,total,123101739,8113902,0,0,8728625,128708
12-11-2020,delta,1139230,49354,0,0,44584,544
12-11-2020,delta7,7672644,349139,0,0,317589,3679
13-11-2020,delta7,7488926,342767,0,0,311850,3619
13-11-2020,total,124031230,8161522,0,0,8773245,129225
13-11-2020,delta,929491,47620,0,0,44620,517
14-11-2020,total,124836819,8203839,0,0,8814937,129675
14-11-2020,delta7,7100028,336548,0,0,307731,3512
14-11-2020,delta,805589,42317,0,0,41692,450
15-11-2020,delta,861706,44111,0,0,30681,434
15-11-2020,delta7,7126333,332194,0,0,291705,3456
15-11-2020,total,125698525,8247950,0,0,8845618,130109
16-11-2020,delta,844382,40392,0,0,28609,451
16-11-2020,total,126542907,8288342,0,0,8874227,130560
16-11-2020,delta7,6927050,331137,0,0,283195,3457
17-11-2020,total,127480186,8333095,0,0,8912775,131032
17-11-2020,delta,937279,44753,0,0,38548,472
17-11-2020,delta7,6711035,321251,0,0,277019,3418
18-11-2020,delta,1028203,48675,0,0,45366,586
18-11-2020,total,128508389,8381770,0,0,8958141,131618
18-11-2020,delta7,6545880,317222,0,0,274100,3454
19-11-2020,delta7,6490047,313114,0,0,275701,3492
19-11-2020,total,129591786,8427016,0,0,9004326,132200
19-11-2020,delta,1083397,45246,0,0,46185,582
20-11-2020,delta7,6626578,314462,0,0,277364,3539
20-11-2020,delta,1066022,48968,0,0,46283,564
20-11-2020,total,130657808,8475984,0,0,9050609,132764
21-11-2020,delta,1075326,44055,0,0,45301,499
21-11-2020,total,131733134,8520039,0,0,9095910,133263
21-11-2020,delta7,6896315,316200,0,0,280973,3588
22-11-2020,total,132582730,8561444,0,0,9140314,133773
22-11-2020,delta,849596,41405,0,0,44404,510
22-11-2020,delta7,6884205,313494,0,0,294696,3664
23-11-2020,delta7,7139368,315297,0,0,303528,3694
23-11-2020,total,133682275,8603639,0,0,9177755,134254
23-11-2020,delta,1099545,42195,0,0,37441,481
24-11-2020,total,134841307,8641404,0,0,9222000,134743
24-11-2020,delta,1159032,37765,0,0,44245,489
24-11-2020,delta7,7361121,308309,0,0,309225,3711
25-11-2020,total,135931545,8677986,0,0,9266699,135261
25-11-2020,delta7,7423156,296216,0,0,308558,3643
25-11-2020,delta,1090238,36582,0,0,44699,518
26-11-2020,delta7,7470963,290693,0,0,305547,3552
26-11-2020,delta,1131204,39723,0,0,43174,491
26-11-2020,total,137062749,8717709,0,0,9309873,135752
27-11-2020,delta7,7562546,282902,0,0,300617,3474
27-11-2020,delta,1157605,41177,0,0,41353,486
27-11-2020,total,138220354,8758886,0,0,9351226,136238
28-11-2020,delta,1283449,42275,0,0,41815,495
28-11-2020,total,139503803,8801161,0,0,9393041,136733
28-11-2020,delta7,7770669,281122,0,0,297131,3470
29-11-2020,total,140379976,8846313,0,0,9432077,137177
29-11-2020,delta,876173,45152,0,0,39036,444
29-11-2020,delta7,7797246,284869,0,0,291763,3404
30-11-2020,delta,969325,42282,0,0,31179,482
30-11-2020,total,141349301,8888595,0,0,9463256,137659
30-11-2020,delta7,7667026,284956,0,0,285501,3405
01-12-2020,delta7,7604645,290399,0,0,277730,3417
01-12-2020,delta,1096651,43208,0,0,36474,501
01-12-2020,total,142445952,8931803,0,0,9499730,138160
02-12-2020,delta7,7626105,294725,0,0,268537,3425
02-12-2020,total,143557650,8972711,0,0,9535236,138686
02-12-2020,delta,1111698,40908,0,0,35506,526
03-12-2020,total,144727749,9015702,0,0,9571810,139227
03-12-2020,delta,1170099,42991,0,0,36574,541
03-12-2020,delta7,7665000,297993,0,0,261937,3475
04-12-2020,delta,1157763,42359,0,0,36711,511
04-12-2020,delta7,7665158,299175,0,0,257295,3500
04-12-2020,total,145885512,9058061,0,0,9608521,139738
05-12-2020,total,146986575,9099946,0,0,9644531,140220
05-12-2020,delta,1101063,41885,0,0,36010,482
05-12-2020,delta7,7482772,298785,0,0,251490,3487
06-12-2020,delta,801081,39078,0,0,33178,390
06-12-2020,total,147787656,9139024,0,0,9677709,140610
06-12-2020,delta7,7407680,292711,0,0,245632,3433
07-12-2020,delta7,7464754,289722,0,0,240680,3337
07-12-2020,total,148814055,9178317,0,0,9703936,140996
07-12-2020,delta,1026399,39293,0,0,26227,386
08-12-2020,delta7,7390815,283097,0,0,236289,3238
08-12-2020,total,149836767,9214900,0,0,9736019,141398
08-12-2020,delta,1022712,36583,0,0,32083,402
09-12-2020,total,150759726,9252593,0,0,9767656,141811
09-12-2020,delta,922959,37693,0,0,31637,413
09-12-2020,delta7,7202076,279882,0,0,232420,3125
10-12-2020,total,151632223,9290300,0,0,9797067,142222
10-12-2020,delta,872497,37707,0,0,29411,411
10-12-2020,delta7,6904474,274598,0,0,225257,2995
11-12-2020,total,152697399,9323792,0,0,9827028,142664
11-12-2020,delta7,6811887,265731,0,0,218507,2926
11-12-2020,delta,1065176,33492,0,0,29961,442
12-12-2020,delta7,6725258,256933,0,0,212851,2835
12-12-2020,total,153711833,9356879,0,0,9857382,143055
12-12-2020,delta,1014434,33087,0,0,30354,391
13-12-2020,delta7,6779334,248495,0,0,207009,2783
13-12-2020,delta,855157,30640,0,0,27336,338
13-12-2020,total,154566990,9387519,0,0,9884718,143393
14-12-2020,delta,993665,34421,0,0,21941,354
14-12-2020,total,155560655,9421940,0,0,9906659,143747
14-12-2020,delta7,6746600,243623,0,0,202723,2751
15-12-2020,delta,1085625,33853,0,0,26251,384
15-12-2020,delta7,6809513,240893,0,0,196891,2733
15-12-2020,total,156646280,9455793,0,0,9932910,144131
16-12-2020,delta,1158960,33360,0,0,18172,356
16-12-2020,delta7,7045514,236560,0,0,183426,2676
16-12-2020,total,157805240,9489153,0,0,9951082,144487
17-12-2020,delta,1113406,30891,0,0,26754,342
17-12-2020,total,158918646,9520044,0,0,9977836,144829
17-12-2020,delta7,7286423,229744,0,0,180769,2607
18-12-2020,total,160090514,9549923,0,0,10004827,145171
18-12-2020,delta,1171868,29879,0,0,26991,342
18-12-2020,delta7,7393115,226131,0,0,177799,2507
19-12-2020,delta7,7486362,222802,0,0,174279,2458
19-12-2020,delta,1107681,29758,0,0,26834,342
19-12-2020,total,161198195,9579681,0,0,10031661,145513
20-12-2020,delta7,7531339,217896,0,0,171565,2452
20-12-2020,total,162098329,9605415,0,0,10056283,145845
20-12-2020,delta,900134,25734,0,0,24622,332
21-12-2020,delta7,7609902,213725,0,0,168771,2400
21-12-2020,delta,1072228,30250,0,0,19147,302
21-12-2020,total,163170557,9635665,0,0,10075430,146147
22-12-2020,total,164268721,9662697,0,0,10099310,146476
22-12-2020,delta7,7622441,206904,0,0,166400,2345
22-12-2020,delta,1098164,27032,0,0,23880,329
23-12-2020,delta7,7503126,203490,0,0,172944,2304
23-12-2020,total,165308366,9692643,0,0,10124026,146791
23-12-2020,delta,1039645,29946,0,0,24716,315
24-12-2020,total,166305762,9717198,0,0,10147470,147128
24-12-2020,delta7,7387116,197154,0,0,169634,2299
24-12-2020,delta,997396,24555,0,0,23444,337
25-12-2020,total,167159289,9739382,0,0,10169819,147379
25-12-2020,delta,853527,22184,0,0,22349,251
25-12-2020,delta7,7068775,189459,0,0,164992,2208
26-12-2020,delta,943368,21466,0,0,18575,280
26-12-2020,total,168102657,9760848,0,0,10188394,147659
26-12-2020,delta7,6904462,181167,0,0,156733,2146
27-12-2020,delta7,6719725,176530,0,0,152444,2095
27-12-2020,delta,715397,21097,0,0,20333,281
27-12-2020,total,168818054,9781945,0,0,10208727,147940
28-12-2020,delta7,6631192,171102,0,0,149369,2043
28-12-2020,delta,983695,24822,0,0,16072,250
28-12-2020,total,169801749,9806767,0,0,10224799,148190
29-12-2020,delta,1120281,26589,0,0,20542,285
29-12-2020,total,170922030,9833356,0,0,10245341,148475
29-12-2020,delta7,6653309,170659,0,0,146031,1999
30-12-2020,total,172049274,9859763,0,0,10267286,148774
30-12-2020,delta,1127244,26407,0,0,21945,299
30-12-2020,delta7,6740908,167120,0,0,143260,1983
31-12-2020,delta7,6805932,164534,0,0,138842,1890
31-12-2020,total,173111694,9881732,0,0,10286312,149018
31-12-2020,delta,1062420,21969,0,0,19026,244
01-01-2021,delta,829964,23838,0,0,20159,237
01-01-2021,total,173941658,9905570,0,0,10306471,149255
01-01-2021,delta7,6782369,166188,0,0,136652,1876
02-01-2021,delta7,6797126,165625,0,0,136221,1812
02-01-2021,total,174899783,9926473,0,0,10324615,149471
02-01-2021,delta,958125,20903,0,0,18144,216
03-01-2021,total,175635761,9946131,0,0,10341293,149686
03-01-2021,delta,735978,19658,0,0,16678,215
03-01-2021,delta7,6817707,164186,0,0,132566,1746
04-01-2021,delta7,6730248,168573,0,0,132772,1696
04-01-2021,delta,896236,29209,0,0,16278,200
04-01-2021,total,176531997,9975340,0,0,10357571,149886
05-01-2021,delta,931408,21161,0,0,17909,265
05-01-2021,total,177463405,9996501,0,0,10375480,150151
05-01-2021,delta7,6541375,163145,0,0,130139,1676
06-01-2021,delta,937590,19689,0,0,20472,222
06-01-2021,delta7,6351721,156427,0,0,128666,1599
06-01-2021,total,178400995,10016190,0,0,10395952,150373
07-01-2021,delta,935369,20503,0,0,18123,233
07-01-2021,total,179336364,10036693,0,0,10414075,150606
07-01-2021,delta7,6224670,154961,0,0,127763,1588
08-01-2021,total,180253315,10055935,0,0,10432528,150835
08-01-2021,delta,916951,19242,0,0,18453,229
08-01-2021,delta7,6311657,150365,0,0,126057,1580
09-01-2021,delta7,6196839,148922,0,0,126733,1577
09-01-2021,total,181096622,10075395,0,0,10451348,151048
09-01-2021,delta,843307,19460,0,0,18820,213
10-01-2021,delta7,6120070,146001,0,0,126141,1512
10-01-2021,delta,659209,16737,0,0,16086,150
10-01-2021,total,181755831,10092132,0,0,10467434,151198
11-01-2021,delta7,6120890,135370,0,0,122344,1478
11-01-2021,total,182652887,10110710,0,0,10479915,151364
11-01-2021,delta,897056,18578,0,0,12481,166
12-01-2021,total,183489114,10128472,0,0,10495818,151564
12-01-2021,delta,836227,17762,0,0,15903,200
12-01-2021,delta7,6025709,131971,0,0,120338,1413
13-01-2021,total,184232305,10146269,0,0,10512833,151765
13-01-2021,delta7,5831310,130079,0,0,116881,1392
13-01-2021,delta,743191,17797,0,0,17015,201
14-01-2021,delta,730096,15943,0,0,15677,189
14-01-2021,total,184962401,10162212,0,0,10528510,151954
14-01-2021,delta7,5626037,125519,0,0,114435,1348
15-01-2021,delta7,5512176,123086,0,0,111137,1295
15-01-2021,delta,803090,16809,0,0,15155,176
15-01-2021,total,185765491,10179021,0,0,10543665,152130
16-01-2021,delta7,5448246,120828,0,191181,107367,1263
16-01-2021,delta,779377,17202,0,191181,15050,181
16-01-2021,total,186544868,10196223,0,191181,10558715,152311
17-01-2021,delta,548168,14513,0,33120,13962,145
17-01-2021,total,187093036,10210736,0,224301,10572677,152456
17-01-2021,delta7,5337205,118604,0,224301,105243,1258
18-01-2021,delta,709791,17127,0,229748,9987,137
18-01-2021,total,187802827,10227863,0,454049,10582664,152593
18-01-2021,delta7,5149940,117153,0,454049,102749,1229
19-01-2021,delta7,5077833,116620,0,630417,100633,1191
19-01-2021,total,188566947,10245092,0,630417,10596451,152755
19-01-2021,delta,764120,17229,0,176368,13787,162
20-01-2021,total,189347782,10265163,0,806484,10611730,152907
20-01-2021,delta,780835,20071,0,176067,15279,152
20-01-2021,delta7,5115477,118894,0,806484,98897,1142
21-01-2021,total,190148024,10282897,0,1043534,10626225,153068
21-01-2021,delta,800242,17734,0,237050,14495,161
21-01-2021,delta7,5185623,120685,0,1043534,97715,1114
22-01-2021,delta7,5219628,121042,0,1390592,96883,1091
22-01-2021,delta,837095,17166,0,347058,14323,153
22-01-2021,total,190985119,10300063,0,1390592,10640548,153221
23-01-2021,delta,781752,16033,0,191609,14896,156
23-01-2021,delta7,5222003,119873,0,1391020,96729,1066
23-01-2021,total,191766871,10316096,0,1582201,10655444,153377
24-01-2021,delta,570246,13148,0,33303,13232,131
24-01-2021,total,192337117,10329244,0,1615504,10668676,153508
24-01-2021,delta7,5244081,118508,0,1391203,95999,1052
25-01-2021,total,193062694,10345336,0,2023809,10677774,153624
25-01-2021,delta,725577,16092,0,408305,9098,116
25-01-2021,delta7,5259867,117473,0,1569760,95110,1031
26-01-2021,total,193613120,10358586,0,2029480,10690507,153762
26-01-2021,delta7,5046173,113494,0,1399063,94056,1007
26-01-2021,delta,550426,13250,0,5671,12733,138
27-01-2021,delta7,4990991,107684,0,1549495,90333,978
27-01-2021,delta,725653,14261,0,326499,11556,123
27-01-2021,total,194338773,10372847,0,2355979,10702063,153885
28-01-2021,delta7,4933055,110265,0,1884519,94750,979
28-01-2021,total,195081079,10393162,0,2928053,10720975,154047
28-01-2021,delta,742306,20315,0,572074,18912,162
29-01-2021,total,195837408,10408048,0,3500027,10734029,154184
29-01-2021,delta,756329,14886,0,571974,13054,137
29-01-2021,delta7,4852289,107985,0,2109435,93481,963
30-01-2021,delta7,4821501,106029,0,2162133,91658,935
30-01-2021,total,196588372,10422125,0,3744334,10747102,154312
30-01-2021,delta,750964,14077,0,244307,13073,128
31-01-2021,total,197092635,10434007,0,3758843,10758629,154428
31-01-2021,delta,504263,11882,0,14509,11527,116
31-01-2021,delta7,4755518,104763,0,2143339,89953,920
01-02-2021,delta,659422,13443,0,191313,8579,94
01-02-2021,total,197752057,10447450,0,3950156,10767208,154522
01-02-2021,delta7,4689363,102114,0,1926347,89434,898
02-02-2021,total,198473178,10461700,0,4138918,10778209,154635
02-02-2021,delta7,4860058,103114,0,2109438,87702,873
02-02-2021,delta,721121,14250,0,188762,11001,113
03-02-2021,delta7,4877246,106666,0,2093573,89071,857
03-02-2021,delta,742841,17813,0,310634,12925,107
03-02-2021,total,199216019,10479513,0,4449552,10791134,154742
04-02-2021,delta,715776,15788,0,509893,12401,120
04-02-2021,total,199931795,10495301,0,4959445,10803535,154862
04-02-2021,delta7,4850716,102139,0,2031392,82560,815
05-02-2021,total,200672589,10509813,0,5416849,10815246,154957
05-02-2021,delta,740794,14512,0,457404,11711,95
05-02-2021,delta7,4835181,101765,0,1916822,81217,773
06-02-2021,total,201368378,10521574,0,5775322,10827315,155032
06-02-2021,delta7,4780006,99449,0,2030988,80213,720
06-02-2021,delta,695789,11761,0,358473,12069,75
07-02-2021,total,201900614,10533330,0,5812362,10839101,155118
07-02-2021,delta7,4807979,99323,0,2053519,80472,690
07-02-2021,delta,532236,11756,0,37040,11786,86
08-02-2021,delta7,4835695,99480,0,2308852,80608,674
08-02-2021,delta,687138,13600,0,446646,8715,78
08-02-2021,total,202587752,10546930,0,6259008,10847816,155196
09-02-2021,delta,736903,12928,0,352553,10731,94
09-02-2021,delta7,4851477,98158,0,2472643,80338,655
09-02-2021,total,203324655,10559858,0,6611561,10858547,155290
10-02-2021,delta7,4807821,92141,0,2567562,79952,658
10-02-2021,delta,699185,11796,0,405553,12539,110
