STATE,DISTRICTS,TYPE,TESTED,RECOVERED,POPULATION,VACCINATED2,VACCINATED1,CONFIRMED ,DECEASED
RJ,Jaisalmer,delta7,0,0,0,9700,2951,0,0
RJ,Jaisalmer,meta,0,0,672008,0,0,0,0
RJ,Jaisalmer,total,80082,13573,0,194163,416014,13639,66
RJ,Jalore,delta,0,0,0,738,309,0,0
RJ,Jalore,delta7,0,0,0,26896,9304,0,0
RJ,Jalore,meta,0,0,1830151,0,0,0,0
RJ,Jalore,total,184172,9995,0,393953,987519,10067,72
RJ,Jhalawar,delta,0,0,0,2133,359,0,0
RJ,Jhalawar,delta7,0,0,0,16443,2527,0,0
RJ,Jhalawar,meta,0,0,1411327,0,0,0,0
RJ,Jhalawar,total,97163,13425,0,363082,922646,13612,187
RJ,Jhunjhunu,delta,0,0,0,1682,267,0,0
RJ,Jhunjhunu,delta7,0,0,0,42099,7946,0,0
RJ,Jhunjhunu,meta,0,0,2139658,0,0,0,0
RJ,Jhunjhunu,total,123433,14653,0,787196,1449967,14811,158
RJ,Jodhpur,delta,0,0,0,93,26,0,0
RJ,Jodhpur,delta7,0,3,0,22507,7707,0,0
RJ,Jodhpur,meta,0,0,3685681,0,0,0,0
RJ,Jodhpur,total,600959,111308,0,1036743,2263325,112412,1103
RJ,Karauli,delta,0,0,0,993,1578,0,0
RJ,Karauli,delta7,0,0,0,20813,19063,0,0
RJ,Karauli,meta,0,0,1458459,0,0,0,0
RJ,Karauli,total,64481,7086,0,395700,813922,7156,70
RJ,Kota,delta,0,0,0,2306,170,0,0
RJ,Kota,delta7,0,0,0,26626,2612,0,0
RJ,Kota,meta,0,0,1950491,0,0,0,0
RJ,Kota,total,355509,56603,0,655588,1269245,57053,449
RJ,Nagaur,delta,0,0,0,3335,636,0,0
RJ,Nagaur,delta7,0,0,0,36157,6806,0,0
RJ,Nagaur,meta,0,0,3309234,0,0,0,0
RJ,Nagaur,total,229822,17560,0,1016874,2077555,17737,177
RJ,Other State,total,0,150,0,0,0,189,39
RJ,Pali,delta,0,0,0,3089,704,0,0
RJ,Pali,delta7,0,1,0,26853,7082,0,0
RJ,Pali,meta,0,0,2038533,0,0,0,0
RJ,Pali,total,179463,27037,0,513058,1200554,27324,287
RJ,Pratapgarh,delta,0,0,0,298,39,0,0
RJ,Pratapgarh,delta7,0,0,0,25717,1130,0,0
RJ,Pratapgarh,meta,0,0,868231,0,0,0,0
RJ,Pratapgarh,total,52208,7080,0,345189,655140,7143,63
RJ,Rajsamand,delta,0,0,0,988,345,0,0
RJ,Rajsamand,delta7,0,0,0,14945,4092,0,0
RJ,Rajsamand,meta,0,0,1158283,0,0,0,0
RJ,Rajsamand,total,91975,16875,0,299553,691497,17044,169
RJ,Sawai Madhopur,delta,0,0,0,844,268,0,0
RJ,Sawai Madhopur,delta7,0,2,0,18843,8475,0,0
RJ,Sawai Madhopur,meta,0,0,1338114,0,0,0,0
RJ,Sawai Madhopur,total,84683,10557,0,347992,756544,10618,61
RJ,Sikar,delta,0,0,0,130,39,0,0
RJ,Sikar,delta7,0,0,0,20308,4520,0,0
RJ,Sikar,meta,0,0,2677737,0,0,0,0
RJ,Sikar,total,165042,30283,0,821713,1838263,30618,335
RJ,Sirohi,delta,0,0,0,589,480,0,0
RJ,Sirohi,delta7,0,0,0,15482,9007,0,0
RJ,Sirohi,meta,0,0,1037185,0,0,0,0
RJ,Sirohi,total,84616,13653,0,348789,610090,13732,79
RJ,Tonk,delta,0,0,0,268,48,0,0
RJ,Tonk,delta7,0,0,0,16223,2623,0,0
RJ,Tonk,meta,0,0,1421711,0,0,0,0
RJ,Tonk,total,74225,9406,0,419023,884688,9498,92
RJ,Udaipur,delta,0,0,0,2727,1169,0,0
RJ,Udaipur,delta7,0,0,0,51655,16803,0,0
RJ,Udaipur,meta,0,0,3067549,0,0,0,0
RJ,Udaipur,total,251522,55652,0,854773,1715072,56405,753
SK,East Sikkim,delta7,0,0,0,10519,528,0,0
SK,East Sikkim,meta,0,0,281293,0,0,0,0
SK,East Sikkim,total,0,0,0,229361,263526,0,0
SK,North Sikkim,delta7,0,0,0,447,23,0,0
SK,North Sikkim,meta,0,0,43354,0,0,0,0
SK,North Sikkim,total,0,0,0,27820,33137,0,0
SK,South Sikkim,delta7,0,0,0,2223,164,0,0
SK,South Sikkim,meta,0,0,146742,0,0,0,0
SK,South Sikkim,total,0,0,0,105432,121481,0,0
SK,West Sikkim,delta7,0,0,0,855,67,0,0
SK,West Sikkim,meta,0,0,136299,0,0,0,0
SK,West Sikkim,total,0,0,0,88896,103619,0,0
TG,Adilabad,delta,0,0,0,138,165,0,0
TG,Adilabad,delta7,0,0,0,12694,11894,0,0
TG,Adilabad,meta,0,0,708952,0,0,0,0
TG,Adilabad,total,0,0,0,89337,376263,0,0
TG,Bhadradri Kothagudem,delta,0,0,0,1314,1570,0,0
TG,Bhadradri Kothagudem,delta7,0,0,0,31905,30988,0,0
TG,Bhadradri Kothagudem,meta,0,0,1304811,0,0,0,0
TG,Bhadradri Kothagudem,total,0,0,0,204318,599183,0,0
TG,Hyderabad,delta,0,0,0,5427,3334,0,0
TG,Hyderabad,delta7,0,0,0,123025,48855,0,0
TG,Hyderabad,meta,0,0,3441992,0,0,0,0
TG,Hyderabad,total,0,0,0,1893217,3150245,0,0
TG,Jagtial,delta7,0,0,0,17153,50253,0,0
TG,Jagtial,meta,0,0,983414,0,0,0,0
TG,Jagtial,total,0,0,0,190526,580926,0,0
TG,Jangaon,delta,0,0,0,363,2637,0,0
TG,Jangaon,delta7,0,0,0,11508,20821,0,0
TG,Jangaon,meta,0,0,582457,0,0,0,0
TG,Jangaon,total,0,0,0,128207,327527,0,0
TG,Jayashankar Bhupalapally,delta,0,0,0,262,125,0,0
TG,Jayashankar Bhupalapally,delta7,0,0,0,23712,4191,0,0
TG,Jayashankar Bhupalapally,meta,0,0,712257,0,0,0,0
TG,Jayashankar Bhupalapally,total,0,0,0,127108,262313,0,0
TG,Jogulamba Gadwal,delta,0,0,0,253,496,0,0
TG,Jogulamba Gadwal,delta7,0,0,0,6281,23908,0,0
TG,Jogulamba Gadwal,meta,0,0,664971,0,0,0,0
TG,Jogulamba Gadwal,total,0,0,0,59886,306919,0,0
TG,Kamareddy,delta,0,0,0,78,320,0,0
TG,Kamareddy,delta7,0,0,0,16918,14692,0,0
TG,Kamareddy,meta,0,0,972625,0,0,0,0
TG,Kamareddy,total,0,0,0,183176,557684,0,0
TG,Karimnagar,delta,0,0,0,486,65,0,0
TG,Karimnagar,delta7,0,0,0,45384,12731,0,0
TG,Karimnagar,meta,0,0,1016063,0,0,0,0
TG,Karimnagar,total,0,0,0,384862,657167,0,0
TG,Khammam,delta,0,0,0,1134,789,0,0
TG,Khammam,delta7,0,0,0,68994,41893,0,0
TG,Khammam,meta,0,0,1401639,0,0,0,0
TG,Khammam,total,0,0,0,333812,856707,0,0
TG,Komaram Bheem,delta,0,0,0,136,569,0,0
TG,Komaram Bheem,delta7,0,0,0,4048,17465,0,0
TG,Komaram Bheem,meta,0,0,515835,0,0,0,0
TG,Komaram Bheem,total,0,0,0,51593,275644,0,0
TG,Mahabubabad,delta,0,0,0,1107,3715,0,0
TG,Mahabubabad,delta7,0,0,0,27419,36700,0,0
TG,Mahabubabad,meta,0,0,1318110,0,0,0,0
TG,Mahabubabad,total,0,0,0,172007,468199,0,0
TG,Mahabubnagar,delta,0,0,0,184,609,0,0
TG,Mahabubnagar,delta7,0,0,0,19635,32811,0,0
TG,Mahabubnagar,total,0,0,0,150640,482547,0,0
TG,Mancherial,delta,0,0,0,27,65,0,0
TG,Mancherial,delta7,0,0,0,15600,22489,0,0
TG,Mancherial,meta,0,0,807037,0,0,0,0
TG,Mancherial,total,0,0,0,170258,480069,0,0
TG,Medak,delta,0,0,0,589,704,0,0
TG,Medak,delta7,0,0,0,25162,34422,0,0
TG,Medak,meta,0,0,767428,0,0,0,0
TG,Medak,total,0,0,0,140778,458648,0,0
TG,Medchal Malkajgiri,delta,0,0,0,8370,5804,0,0
TG,Medchal Malkajgiri,delta7,0,0,0,93893,54568,0,0
TG,Medchal Malkajgiri,meta,0,0,2542203,0,0,0,0
TG,Medchal Malkajgiri,total,0,0,0,1317832,2149958,0,0
TG,Mulugu,delta,0,0,0,85,71,0,0
TG,Mulugu,delta7,0,0,0,10660,4190,0,0
TG,Mulugu,meta,0,0,294671,0,0,0,0
TG,Mulugu,total,0,0,0,76648,186104,0,0
TG,Nagarkurnool,delta,0,0,0,18,730,0,0
TG,Nagarkurnool,delta7,0,0,0,5469,30265,0,0
TG,Nagarkurnool,meta,0,0,893308,0,0,0,0
TG,Nagarkurnool,total,0,0,0,106589,464888,0,0
TG,Nalgonda,delta,0,0,0,448,859,0,0
TG,Nalgonda,delta7,0,0,0,33747,105864,0,0
TG,Nalgonda,meta,0,0,1631399,0,0,0,0
TG,Nalgonda,total,0,0,0,254218,891308,0,0
TG,Narayanpet,delta,0,0,0,48,585,0,0
TG,Narayanpet,delta7,0,0,0,3428,14266,0,0
TG,Narayanpet,meta,0,0,566874,0,0,0,0
TG,Narayanpet,total,0,0,0,50219,288388,0,0
TG,Nirmal,delta,0,0,0,255,744,0,0
TG,Nirmal,delta7,0,0,0,8396,16044,0,0
TG,Nirmal,meta,0,0,709415,0,0,0,0
TG,Nirmal,total,0,0,0,130107,378315,0,0
TG,Nizamabad,delta,0,0,0,42,276,0,0
TG,Nizamabad,delta7,0,0,0,21328,67852,0,0
TG,Nizamabad,meta,0,0,1534428,0,0,0,0
TG,Nizamabad,total,0,0,0,250862,858574,0,0
TG,Peddapalli,delta,0,0,0,40,79,0,0
TG,Peddapalli,delta7,0,0,0,19908,18954,0,0
TG,Peddapalli,meta,0,0,795332,0,0,0,0
TG,Peddapalli,total,0,0,0,201940,463510,0,0
TG,Rajanna Sircilla,delta,0,0,0,100,10,0,0
TG,Rajanna Sircilla,delta7,0,0,0,17056,7398,0,0
TG,Rajanna Sircilla,meta,0,0,546121,0,0,0,0
TG,Rajanna Sircilla,total,0,0,0,144680,372065,0,0
TG,Ranga Reddy,delta,0,0,0,1168,217,0,0
TG,Ranga Reddy,delta7,0,0,0,93482,76853,0,0
TG,Ranga Reddy,meta,0,0,2551731,0,0,0,0
TG,Ranga Reddy,total,0,0,0,1291404,2348542,0,0
TG,Sangareddy,delta,0,0,0,3083,7628,0,0
TG,Sangareddy,delta7,0,0,0,32539,77693,0,0
TG,Sangareddy,meta,0,0,1527628,0,0,0,0
TG,Sangareddy,total,0,0,0,299316,851395,0,0
TG,Siddipet,delta,0,0,0,187,197,0,0
TG,Siddipet,delta7,0,0,0,25015,35164,0,0
TG,Siddipet,meta,0,0,993376,0,0,0,0
TG,Siddipet,total,0,0,0,242462,582450,0,0
TG,Suryapet,delta,0,0,0,1,20,0,0
TG,Suryapet,delta7,0,0,0,24793,38975,0,0
TG,Suryapet,meta,0,0,1099560,0,0,0,0
TG,Suryapet,total,0,0,0,208278,610724,0,0
TG,Vikarabad,delta,0,0,0,12,111,0,0
TG,Vikarabad,delta7,0,0,0,5848,20014,0,0
TG,Vikarabad,meta,0,0,881250,0,0,0,0
TG,Vikarabad,total,0,0,0,87989,427669,0,0
TG,Wanaparthy,delta,0,0,0,119,243,0,0
TG,Wanaparthy,delta7,0,0,0,10313,13905,0,0
TG,Wanaparthy,meta,0,0,751553,0,0,0,0
TG,Wanaparthy,total,0,0,0,81870,289412,0,0
TG,Warangal Rural,delta,0,0,0,1350,2416,0,0
TG,Warangal Rural,delta7,0,0,0,13208,25045,0,0
TG,Warangal Rural,meta,0,0,716457,0,0,0,0
TG,Warangal Rural,total,0,0,0,105289,342881,0,0
TG,Warangal Urban,delta,0,0,0,101,42,0,0
TG,Warangal Urban,delta7,0,0,0,63907,21854,0,0
TG,Warangal Urban,meta,0,0,1135707,0,0,0,0
TG,Warangal Urban,total,0,0,0,418947,687410,0,0
TG,Yadadri Bhuvanagiri,delta,0,0,0,739,4429,0,0
TG,Yadadri Bhuvanagiri,delta7,0,0,0,28567,38752,0,0
TG,Yadadri Bhuvanagiri,meta,0,0,726465,0,0,0,0
TG,Yadadri Bhuvanagiri,total,0,0,0,223506,463854,0,0
TN,Airport Quarantine,delta7,0,1,0,0,0,1,0
TN,Airport Quarantine,total,0,2107,0,0,0,2113,2
TN,Ariyalur,delta,0,3,0,3941,1127,5,0
TN,Ariyalur,delta7,0,44,0,29689,19203,35,1
TN,Ariyalur,meta,0,0,752481,0,0,0,0
TN,Ariyalur,total,18285,16548,0,157166,475390,16854,261
TN,Chengalpattu,delta,0,93,0,3415,3145,83,2
TN,Chengalpattu,delta7,0,706,0,39438,26704,627,5
TN,Chengalpattu,meta,0,0,2556244,0,0,0,0
TN,Chengalpattu,total,51771,168327,0,604784,1337641,171777,2506
TN,Chennai,delta,0,143,0,8535,4126,118,4
TN,Chennai,delta7,0,1093,0,124932,52515,880,12
TN,Chennai,meta,0,0,7100000,0,0,0,0
TN,Chennai,total,2667777,544701,0,2671294,4532809,554672,8546
TN,Coimbatore,delta,0,126,0,2853,770,120,1
TN,Coimbatore,delta7,0,988,0,79387,20971,869,15
TN,Coimbatore,meta,0,0,3472578,0,0,0,0
TN,Coimbatore,total,102107,243070,0,1205484,2717202,246780,2416
TN,Cuddalore,delta,0,18,0,22186,9299,16,0
TN,Cuddalore,delta7,0,132,0,101735,51773,129,0
TN,Cuddalore,meta,0,0,2600880,0,0,0,0
TN,Cuddalore,total,36434,62997,0,646400,1529591,64085,867
TN,Dharmapuri,delta,0,21,0,1674,811,16,0
TN,Dharmapuri,delta7,0,161,0,27153,13388,110,1
TN,Dharmapuri,meta,0,0,1502900,0,0,0,0
TN,Dharmapuri,total,163803,27957,0,279901,770955,28425,274
TN,Dindigul,delta,0,7,0,1040,321,9,0
TN,Dindigul,delta7,0,51,0,57260,19630,58,1
TN,Dindigul,meta,0,0,2161367,0,0,0,0
TN,Dindigul,total,27800,32348,0,493453,1236504,33099,645
TN,Erode,delta,0,94,0,899,244,68,2
TN,Erode,delta7,0,573,0,46724,16741,477,4
TN,Erode,meta,0,0,2259608,0,0,0,0
TN,Erode,total,66240,102836,0,552624,1370925,104303,686
TN,Kallakurichi,delta,0,23,0,7322,4089,14,0
TN,Kallakurichi,delta7,0,118,0,52087,22603,66,0
TN,Kallakurichi,meta,0,0,1370281,0,0,0,0
TN,Kallakurichi,total,28314,31056,0,299822,696213,31364,210
TN,Kancheepuram,delta,0,37,0,1040,679,30,0
TN,Kancheepuram,delta7,0,259,0,24360,13961,225,2
TN,Kancheepuram,meta,0,0,1166401,0,0,0,0
TN,Kancheepuram,total,37505,73386,0,250181,663206,74970,1258
TN,Kanyakumari,delta,0,12,0,1276,431,17,0
TN,Kanyakumari,delta7,0,102,0,51185,17732,120,0
TN,Kanyakumari,meta,0,0,1863178,0,0,0,0
TN,Kanyakumari,total,79600,61112,0,450620,1100888,62362,1048
TN,Karur,delta,0,16,0,834,74,20,0
TN,Karur,delta7,0,90,0,32339,5882,136,1
TN,Karur,meta,0,0,1076588,0,0,0,0
TN,Karur,total,17190,23523,0,289120,626136,24091,356
TN,Krishnagiri,delta,0,19,0,1731,404,16,0
TN,Krishnagiri,delta7,0,160,0,37027,15883,134,1
TN,Krishnagiri,meta,0,0,1883731,0,0,0,0
TN,Krishnagiri,total,14284,43036,0,407695,1040491,43570,348
TN,Madurai,delta,0,17,0,2012,1060,13,0
TN,Madurai,delta7,0,122,0,42498,26340,99,3
TN,Madurai,meta,0,0,3991038,0,0,0,0
TN,Madurai,total,97279,73853,0,583138,1500331,75215,1172
TN,Mayiladuthurai,delta,0,10,0,0,0,3,0
TN,Mayiladuthurai,delta7,0,80,0,0,0,41,0
TN,Mayiladuthurai,meta,0,0,901000,0,0,0,0
TN,Mayiladuthurai,total,0,22878,0,0,0,23280,316
TN,Nagapattinam,delta,0,20,0,953,273,16,1
TN,Nagapattinam,delta7,0,121,0,23176,8662,97,10
TN,Nagapattinam,meta,0,0,1614069,0,0,0,0
TN,Nagapattinam,total,20984,20561,0,289588,813495,21074,346
TN,Namakkal,delta,0,51,0,442,168,43,0
TN,Namakkal,delta7,0,397,0,28265,12694,315,2
TN,Namakkal,meta,0,0,1721179,0,0,0,0
TN,Namakkal,total,24758,51253,0,397079,987830,52245,498
TN,Nilgiris,delta,0,25,0,1092,71,20,2
TN,Nilgiris,delta7,0,220,0,31952,1613,124,3
TN,Nilgiris,meta,0,0,735071,0,0,0,0
TN,Nilgiris,total,45839,33164,0,343811,501986,33566,212
TN,Perambalur,delta,0,5,0,2161,383,2,0
TN,Perambalur,delta7,0,27,0,17440,4307,26,0
TN,Perambalur,meta,0,0,564511,0,0,0,0
TN,Perambalur,total,7981,11790,0,136491,326872,12067,243
TN,Pudukkottai,delta,0,8,0,2862,554,12,0
TN,Pudukkottai,delta7,0,68,0,34202,10691,75,2
TN,Pudukkottai,meta,0,0,1918725,0,0,0,0
TN,Pudukkottai,total,20835,29627,0,314780,827320,30183,416
TN,Railway Quarantine,total,0,428,0,0,0,428,0
TN,Ramanathapuram,delta,0,6,0,2329,852,3,0
TN,Ramanathapuram,delta7,0,55,0,32447,9961,25,0
TN,Ramanathapuram,meta,0,0,1337560,0,0,0,0
TN,Ramanathapuram,total,23389,20158,0,280037,660673,20564,357
TN,Ranipet,delta,0,14,0,485,506,14,0
TN,Ranipet,delta7,0,73,0,13744,10793,69,2
TN,Ranipet,meta,0,0,1210277,0,0,0,0
TN,Ranipet,total,20118,42557,0,174051,557267,43436,775
TN,Salem,delta,0,67,0,2125,396,62,1
TN,Salem,delta7,0,442,0,66134,25814,427,3
TN,Salem,meta,0,0,3480008,0,0,0,0
TN,Salem,total,79660,97619,0,791376,1925084,99893,1685
TN,Sivaganga,delta,0,9,0,564,195,13,0
TN,Sivaganga,delta7,0,78,0,31816,10170,82,0
TN,Sivaganga,meta,0,0,1341250,0,0,0,0
TN,Sivaganga,total,25824,19854,0,287468,726010,20195,206
TN,Tenkasi,delta,0,4,0,446,291,4,0
TN,Tenkasi,delta7,0,14,0,21454,16935,25,0
TN,Tenkasi,meta,0,0,1407627,0,0,0,0
TN,Tenkasi,total,26338,26834,0,233177,736882,27357,484
TN,Thanjavur,delta,0,59,0,2378,12155,37,0
TN,Thanjavur,delta7,0,428,0,31228,49025,310,6
TN,Thanjavur,meta,0,0,2402781,0,0,0,0
TN,Thanjavur,total,67445,73874,0,486660,1224986,75352,972
TN,Theni,delta,0,5,0,1536,379,1,1
TN,Theni,delta7,0,23,0,33309,11199,15,1
TN,Theni,meta,0,0,1243684,0,0,0,0
TN,Theni,total,45839,43018,0,304832,660187,43571,521
TN,Thiruvallur,delta,0,55,0,4382,2328,28,0
TN,Thiruvallur,delta7,0,396,0,47695,25332,252,3
TN,Thiruvallur,meta,0,0,3725697,0,0,0,0
TN,Thiruvallur,total,67948,117138,0,563426,1425728,119370,1842
TN,Thiruvarur,delta,0,22,0,624,291,23,2
TN,Thiruvarur,delta7,0,253,0,29614,13453,170,5
TN,Thiruvarur,meta,0,0,1268094,0,0,0,0
TN,Thiruvarur,total,67445,40760,0,246969,630274,41461,442
TN,Thoothukkudi,delta,0,9,0,1612,11497,11,1
TN,Thoothukkudi,delta7,0,90,0,22453,46323,85,1
TN,Thoothukkudi,meta,0,0,1738376,0,0,0,0
TN,Thoothukkudi,total,49288,55757,0,328797,984706,56304,409
TN,Tiruchirappalli,delta,0,49,0,892,2445,37,0
TN,Tiruchirappalli,delta7,0,334,0,48874,32150,302,5
TN,Tiruchirappalli,meta,0,0,2713858,0,0,0,0
TN,Tiruchirappalli,total,92586,76038,0,636356,1468456,77534,1059
TN,Tirunelveli,delta,0,13,0,627,940,11,1
TN,Tirunelveli,delta7,0,125,0,19904,22582,93,1
TN,Tirunelveli,meta,0,0,1665253,0,0,0,0
TN,Tirunelveli,total,54208,48812,0,275985,815687,49374,432
TN,Tirupathur,delta,0,8,0,525,311,10,0
TN,Tirupathur,delta7,0,66,0,24743,11111,50,0
TN,Tirupathur,meta,0,0,1111812,0,0,0,0
TN,Tirupathur,total,23998,28600,0,205219,541496,29301,625
TN,Tiruppur,delta,0,53,0,443,133,69,1
TN,Tiruppur,delta7,0,537,0,50762,20414,504,5
TN,Tiruppur,meta,0,0,2471222,0,0,0,0
TN,Tiruppur,total,36301,93683,0,611015,1671392,95405,979
TN,Tiruvannamalai,delta,0,28,0,10228,4455,18,0
TN,Tiruvannamalai,delta7,0,158,0,73235,31415,120,0
TN,Tiruvannamalai,meta,0,0,2468965,0,0,0,0
TN,Tiruvannamalai,total,76170,54122,0,533376,1270049,54968,667
TN,Vellore,delta,0,15,0,1825,953,12,0
TN,Vellore,delta7,0,139,0,31716,18978,117,1
TN,Vellore,meta,0,0,1614242,0,0,0,0
TN,Vellore,total,47936,48564,0,336366,763735,49864,1131
TN,Viluppuram,delta,0,11,0,11812,12953,10,0
TN,Viluppuram,delta7,0,83,0,67153,53748,79,1
TN,Viluppuram,meta,0,0,2093003,0,0,0,0
TN,Viluppuram,total,52064,45382,0,444502,1085842,45857,356
TN,Virudhunagar,delta,0,8,0,3437,1007,5,0
TN,Virudhunagar,delta7,0,45,0,50467,16628,38,0
TN,Virudhunagar,meta,0,0,1943309,0,0,0,0
TN,Virudhunagar,total,28620,45687,0,505098,1072788,46294,548
TR,Dhalai,delta,0,0,0,531,5,0,0
TR,Dhalai,delta7,0,2,0,11234,264,1,0
TR,Dhalai,meta,0,0,377988,0,0,0,0
TR,Dhalai,total,61582,7000,0,164654,258334,7037,35
TR,Gomati,delta,0,0,0,1,0,0,0
TR,Gomati,delta7,0,3,0,9611,319,8,0
TR,Gomati,meta,0,0,436868,0,0,0,0
TR,Gomati,total,47437,8043,0,161408,279099,8134,74
TR,Khowai,delta,0,0,0,0,0,2,0
TR,Khowai,delta7,0,0,0,5866,373,3,0
TR,Khowai,meta,0,0,327391,0,0,0,0
TR,Khowai,total,24046,4500,0,111955,202148,4559,54
TR,North Tripura,delta,0,0,0,0,0,2,0
TR,North Tripura,delta7,0,8,0,4099,352,4,0
TR,North Tripura,meta,0,0,415946,0,0,0,0
TR,North Tripura,total,100931,7199,0,190594,283802,7250,34
TR,Sipahijala,delta,0,0,0,9,0,0,0
TR,Sipahijala,delta7,0,4,0,10397,451,8,0
TR,Sipahijala,meta,0,0,484233,0,0,0,0
TR,Sipahijala,total,53067,6273,0,211903,330932,6360,75
TR,South Tripura,delta,0,0,0,1,0,1,0
TR,South Tripura,delta7,0,1,0,5639,267,4,0
TR,South Tripura,meta,0,0,433737,0,0,0,0
TR,South Tripura,total,83030,10104,0,209259,303987,10168,53
TR,Unokoti,delta,0,0,0,5,0,1,0
TR,Unokoti,delta7,0,3,0,10307,762,4,0
TR,Unokoti,meta,0,0,277335,0,0,0,0
TR,Unokoti,total,34930,8530,0,101178,173390,8609,68
TR,West Tripura,delta,0,2,0,13,5,6,0
TR,West Tripura,delta7,0,41,0,17141,1366,55,0
TR,West Tripura,meta,0,0,917534,0,0,0,0
TR,West Tripura,total,202939,31817,0,470030,676784,32351,420
UP,Agra,delta,0,0,0,265,178,0,0
UP,Agra,delta7,0,2,0,42953,23657,0,0
UP,Agra,meta,0,0,4380793,0,0,0,0
UP,Agra,total,491361,25308,0,746386,2172907,25765,457
UP,Aligarh,delta,0,0,0,25,9,0,0
UP,Aligarh,delta7,0,0,0,57576,34650,0,0
UP,Aligarh,meta,0,0,3673849,0,0,0,0
UP,Aligarh,total,482825,21172,0,498586,1589498,21280,108
UP,Ambedkar Nagar,delta,0,0,0,145,138,0,0
UP,Ambedkar Nagar,delta7,0,0,0,32042,21528,1,0
UP,Ambedkar Nagar,meta,0,0,2398709,0,0,0,0
UP,Ambedkar Nagar,total,123151,4885,0,349925,1135268,5040,152
UP,Amethi,delta,0,0,0,11,165,0,0
UP,Amethi,delta7,0,2,0,37617,19777,0,0
UP,Amethi,meta,0,0,2549935,0,0,0,0
UP,Amethi,total,267014,9828,0,375261,1015454,9972,143
UP,Amroha,delta,0,0,0,8,6,0,0
UP,Amroha,delta7,0,0,0,23048,16080,0,0
UP,Amroha,meta,0,0,1838771,0,0,0,0
UP,Amroha,total,254038,16412,0,265607,871164,16616,203
UP,Auraiya,delta7,0,0,0,16443,6878,0,0
UP,Auraiya,meta,0,0,1372287,0,0,0,0
UP,Auraiya,total,107079,9887,0,180775,614711,10090,203
UP,Ayodhya,delta,0,0,0,452,217,0,0
UP,Ayodhya,delta7,0,1,0,37279,26036,0,0
UP,Ayodhya,meta,0,0,2468371,0,0,0,0
UP,Ayodhya,total,376735,16629,0,418182,1270889,16919,290
UP,Azamgarh,delta,0,0,0,3111,1764,0,0
UP,Azamgarh,delta7,0,0,0,63205,41754,2,0
UP,Azamgarh,meta,0,0,4616509,0,0,0,0
UP,Azamgarh,total,12474,17675,0,643824,2165409,17906,228
UP,Baghpat,delta,0,0,0,52,10,0,0
UP,Baghpat,delta7,0,0,0,24151,7829,0,0
UP,Baghpat,meta,0,0,1302156,0,0,0,0
UP,Baghpat,total,327192,8991,0,337171,692255,9132,141
UP,Bahraich,delta,0,0,0,1565,648,0,0
UP,Bahraich,delta7,0,0,0,106010,54069,0,0
UP,Bahraich,meta,0,0,2384239,0,0,0,0
UP,Bahraich,total,308225,11371,0,642554,1752196,11549,178
UP,Ballia,delta,0,0,0,170,86,0,0
UP,Ballia,delta7,0,0,0,48334,29248,0,0
UP,Ballia,meta,0,0,3223642,0,0,0,0
UP,Ballia,total,267420,21376,0,388341,1433455,21610,234
UP,Balrampur,delta,0,0,0,630,747,1,0
UP,Balrampur,delta7,0,0,0,56322,21033,2,0
UP,Balrampur,meta,0,0,2149066,0,0,0,0
UP,Balrampur,total,276237,7354,0,438892,995084,7494,138
UP,Banda,delta,0,0,0,432,486,0,0
UP,Banda,delta7,0,0,0,36938,38560,1,0
UP,Banda,meta,0,0,1799541,0,0,0,0
UP,Banda,total,303185,10832,0,236840,795903,10992,158
UP,Barabanki,delta,0,0,0,44,11,0,0
UP,Barabanki,delta7,0,0,0,59870,51121,1,0
UP,Barabanki,meta,0,0,3257983,0,0,0,0
UP,Barabanki,total,147422,19624,0,448292,1589704,19850,225
UP,Bareilly,delta,0,0,0,255,6458,0,0
UP,Bareilly,delta7,0,1,0,64148,68245,1,0
UP,Bareilly,meta,0,0,4465344,0,0,0,0
UP,Bareilly,total,465209,43650,0,749751,2221830,44028,377
UP,Basti,delta,0,0,0,4769,3555,1,0
UP,Basti,delta7,0,0,0,39395,24797,2,0
UP,Basti,meta,0,0,2461056,0,0,0,0
UP,Basti,total,296570,11385,0,399451,1189235,11717,330
UP,Bhadohi,delta,0,0,0,7,6,0,0
UP,Bhadohi,delta7,0,1,0,20211,15479,0,0
UP,Bhadohi,meta,0,0,1554203,0,0,0,0
UP,Bhadohi,total,119023,7557,0,244431,793094,7720,163
UP,Bijnor,delta,0,0,0,1,-1,0,0
UP,Bijnor,delta7,0,0,0,53680,27491,0,0
UP,Bijnor,meta,0,0,3683896,0,0,0,0
UP,Bijnor,total,312985,14668,0,600482,1756682,14794,126
UP,Budaun,delta,0,0,0,417,581,0,0
UP,Budaun,delta7,0,0,0,43678,53729,0,0
UP,Budaun,meta,0,0,3712738,0,0,0,0
UP,Budaun,total,224207,14843,0,364360,1408673,14941,98
UP,Bulandshahr,delta,0,0,0,46,2,0,0
UP,Bulandshahr,delta7,0,0,0,42644,18195,0,1
UP,Bulandshahr,meta,0,0,3498507,0,0,0,0
UP,Bulandshahr,total,269090,19972,0,646236,1647985,20215,243
UP,Chandauli,delta,0,0,0,395,192,0,0
UP,Chandauli,delta7,0,1,0,31247,19998,0,0
UP,Chandauli,meta,0,0,1952713,0,0,0,0
