STATE,DISTRICTS,TYPE,TESTED,RECOVERED,POPULATION,VACCINATED2,VACCINATED1,CONFIRMED ,DECEASED
UP,Chandauli,total,211249,15852,0,238646,939599,16208,356
UP,Chitrakoot,delta,0,0,0,536,329,0,0
UP,Chitrakoot,delta7,0,0,0,16383,13007,0,0
UP,Chitrakoot,meta,0,0,990626,0,0,0,0
UP,Chitrakoot,total,234060,7031,0,129157,447303,7110,79
UP,Deoria,delta,0,0,0,167,81,0,0
UP,Deoria,delta7,0,0,0,67895,29495,0,0
UP,Deoria,meta,0,0,3098637,0,0,0,0
UP,Deoria,total,304520,20003,0,537293,1597034,20223,220
UP,Etah,delta,0,0,0,170,475,0,0
UP,Etah,delta7,0,0,0,25756,16622,0,0
UP,Etah,meta,0,0,1761152,0,0,0,0
UP,Etah,total,263295,9868,0,213371,788675,9968,99
UP,Etawah,delta,0,0,0,984,873,0,0
UP,Etawah,delta7,0,0,0,35349,52312,0,0
UP,Etawah,meta,0,0,1579160,0,0,0,0
UP,Etawah,total,297761,13640,0,253661,708258,13933,293
UP,Farrukhabad,delta,0,0,0,439,81,0,0
UP,Farrukhabad,delta7,0,0,0,28433,15703,1,0
UP,Farrukhabad,meta,0,0,1887577,0,0,0,0
UP,Farrukhabad,total,231856,10153,0,229745,833824,10348,194
UP,Fatehpur,delta,0,0,0,168,53,0,0
UP,Fatehpur,delta7,0,0,0,42615,13675,1,0
UP,Fatehpur,meta,0,0,2632684,0,0,0,0
UP,Fatehpur,total,82928,6674,0,410120,1246314,6814,139
UP,Firozabad,delta,0,0,0,3105,5881,0,0
UP,Firozabad,delta7,0,0,0,47728,66838,0,0
UP,Firozabad,meta,0,0,2496761,0,0,0,0
UP,Firozabad,total,322656,8585,0,328351,1005224,8720,135
UP,Gautam Buddha Nagar,delta,0,2,0,816,100,1,0
UP,Gautam Buddha Nagar,delta7,0,13,0,43162,22023,6,0
UP,Gautam Buddha Nagar,meta,0,0,1674714,0,0,0,0
UP,Gautam Buddha Nagar,total,675396,62876,0,974353,1799728,63353,467
UP,Ghaziabad,delta,0,0,0,4330,3698,1,0
UP,Ghaziabad,delta7,0,2,0,71692,47837,3,0
UP,Ghaziabad,meta,0,0,4661452,0,0,0,0
UP,Ghaziabad,total,712611,55207,0,1071908,2247039,55673,461
UP,Ghazipur,delta,0,0,0,524,241,0,0
UP,Ghazipur,delta7,0,2,0,43797,22615,0,0
UP,Ghazipur,meta,0,0,3622727,0,0,0,0
UP,Ghazipur,total,265737,21359,0,509886,1690195,21641,282
UP,Gonda,delta,0,0,0,1698,40,0,0
UP,Gonda,delta7,0,0,0,51150,22042,0,0
UP,Gonda,meta,0,0,3431386,0,0,0,0
UP,Gonda,total,241234,12016,0,555773,1604382,12282,266
UP,Gorakhpur,delta,0,1,0,377,96,0,0
UP,Gorakhpur,delta7,0,4,0,69539,33169,1,0
UP,Gorakhpur,meta,0,0,4436275,0,0,0,0
UP,Gorakhpur,total,480536,58588,0,889085,2347051,59439,848
UP,Hamirpur,delta,0,0,0,0,3,0,0
UP,Hamirpur,delta7,0,0,0,14350,11985,0,0
UP,Hamirpur,meta,0,0,1104021,0,0,0,0
UP,Hamirpur,total,240382,5130,0,185949,561456,5232,102
UP,Hapur,delta,0,0,0,307,127,0,0
UP,Hapur,delta7,0,2,0,21964,15823,0,0
UP,Hapur,meta,0,0,1338211,0,0,0,0
UP,Hapur,total,299725,12421,0,254519,658863,12638,217
UP,Hardoi,delta,0,0,0,594,221,0,0
UP,Hardoi,delta7,0,0,0,66612,29546,0,0
UP,Hardoi,meta,0,0,4091380,0,0,0,0
UP,Hardoi,total,224784,13406,0,537647,1852490,13755,349
UP,Hathras,delta,0,0,0,1,0,0,0
UP,Hathras,delta7,0,0,0,25542,16507,0,0
UP,Hathras,meta,0,0,1565678,0,0,0,0
UP,Hathras,total,260525,2877,0,234481,701190,2920,43
UP,Jalaun,delta,0,0,0,30,18,0,0
UP,Jalaun,delta7,0,0,0,21614,14119,3,0
UP,Jalaun,meta,0,0,1670718,0,0,0,0
UP,Jalaun,total,221719,11482,0,251406,819651,11687,202
UP,Jaunpur,delta,0,0,0,3689,209,0,0
UP,Jaunpur,delta7,0,2,0,67101,41689,0,0
UP,Jaunpur,meta,0,0,4476072,0,0,0,0
UP,Jaunpur,total,322824,22349,0,667013,2189622,22584,235
UP,Jhansi,delta,0,0,0,14,14,1,0
UP,Jhansi,delta7,0,0,0,25914,10719,1,0
UP,Jhansi,meta,0,0,2000755,0,0,0,0
UP,Jhansi,total,312540,35892,0,379818,1132511,36556,663
UP,Kannauj,delta,0,0,0,431,82,0,0
UP,Kannauj,delta7,0,0,0,44639,24440,0,0
UP,Kannauj,meta,0,0,1658005,0,0,0,0
UP,Kannauj,total,124019,9115,0,257048,755119,9231,114
UP,Kanpur Dehat,delta,0,0,0,85,47,0,0
UP,Kanpur Dehat,delta7,0,0,0,38783,27985,0,0
UP,Kanpur Dehat,meta,0,0,1795092,0,0,0,0
UP,Kanpur Dehat,total,344697,6087,0,290898,923661,6197,110
UP,Kanpur Nagar,delta,0,0,0,96,38,0,0
UP,Kanpur Nagar,delta7,0,1,0,66517,64788,3,0
UP,Kanpur Nagar,meta,0,0,4572951,0,0,0,0
UP,Kanpur Nagar,total,685820,81024,0,859280,2251558,82933,1905
UP,Kasganj,delta,0,0,0,29,51,0,0
UP,Kasganj,delta7,0,0,0,13675,8148,0,0
UP,Kasganj,meta,0,0,1438156,0,0,0,0
UP,Kasganj,total,271969,4197,0,147948,608818,4250,53
UP,Kaushambi,delta,0,0,0,35,94,0,0
UP,Kaushambi,delta7,0,0,0,28403,38263,1,0
UP,Kaushambi,meta,0,0,1596909,0,0,0,0
UP,Kaushambi,total,207064,4353,0,218775,760960,4424,70
UP,Kushinagar,delta,0,0,0,585,211,0,0
UP,Kushinagar,delta7,0,0,0,46465,16785,0,0
UP,Kushinagar,meta,0,0,3560830,0,0,0,0
UP,Kushinagar,total,314772,15389,0,458054,1632782,15617,228
UP,Lakhimpur Kheri,delta,0,0,0,1370,1183,0,0
UP,Lakhimpur Kheri,delta7,0,0,0,51586,46453,1,0
UP,Lakhimpur Kheri,meta,0,0,4013634,0,0,0,0
UP,Lakhimpur Kheri,total,368533,24117,0,382178,1829019,24410,292
UP,Lalitpur,delta,0,0,0,8,4,0,0
UP,Lalitpur,delta7,0,0,0,13539,8010,1,0
UP,Lalitpur,meta,0,0,1218002,0,0,0,0
UP,Lalitpur,total,21781,12613,0,143519,627553,12742,128
UP,Lucknow,delta,0,0,0,11083,10826,0,0
UP,Lucknow,delta7,0,10,0,107763,69404,10,0
UP,Lucknow,meta,0,0,4588455,0,0,0,0
UP,Lucknow,total,1237583,236165,0,1488333,3106658,238839,2651
UP,Maharajganj,delta,0,0,0,316,53,0,0
UP,Maharajganj,delta7,0,0,0,36312,20643,0,0
UP,Maharajganj,meta,0,0,2665292,0,0,0,0
UP,Maharajganj,total,334716,12300,0,372559,1283534,12440,140
UP,Mahoba,delta,0,0,0,9,10,0,0
UP,Mahoba,delta7,0,0,0,8960,4765,0,0
UP,Mahoba,meta,0,0,876055,0,0,0,0
UP,Mahoba,total,142992,4182,0,148388,444352,4268,86
UP,Mainpuri,delta,0,0,0,1354,647,0,0
UP,Mainpuri,delta7,0,0,0,37443,31507,0,0
UP,Mainpuri,meta,0,0,1847194,0,0,0,0
UP,Mainpuri,total,228496,9846,0,219990,860461,10028,182
UP,Mathura,delta,0,0,0,164,63,0,0
UP,Mathura,delta7,0,1,0,23027,10807,1,0
UP,Mathura,meta,0,0,2541894,0,0,0,0
UP,Mathura,total,198379,19893,0,418117,1207578,20297,402
UP,Mau,delta,0,0,0,453,787,0,0
UP,Mau,delta7,0,1,0,32390,25202,1,0
UP,Mau,meta,0,0,2205170,0,0,0,0
UP,Mau,total,281445,8252,0,307052,1017497,8333,80
UP,Meerut,delta,0,0,0,79,25,1,0
UP,Meerut,delta7,0,3,0,57600,25100,13,0
UP,Meerut,meta,0,0,3447405,0,0,0,0
UP,Meerut,total,798404,68567,0,842448,1764744,69480,898
UP,Mirzapur,delta,0,1,0,419,787,0,0
UP,Mirzapur,delta7,0,1,0,41785,24968,0,0
UP,Mirzapur,meta,0,0,2494533,0,0,0,0
UP,Mirzapur,total,312764,10972,0,462157,1335308,11088,116
UP,Moradabad,delta,0,1,0,2357,3951,0,0
UP,Moradabad,delta7,0,1,0,39070,52013,0,0
UP,Moradabad,meta,0,0,4773138,0,0,0,0
UP,Moradabad,total,400459,38752,0,443211,1390249,39102,349
UP,Muzaffarnagar,delta,0,0,0,707,979,0,0
UP,Muzaffarnagar,delta7,0,0,0,38924,15476,1,0
UP,Muzaffarnagar,meta,0,0,4138605,0,0,0,0
UP,Muzaffarnagar,total,161704,30737,0,467387,1264005,31009,269
UP,Pilibhit,delta,0,0,0,1,2,0,0
UP,Pilibhit,delta7,0,0,0,17989,9611,0,0
UP,Pilibhit,meta,0,0,2037225,0,0,0,0
UP,Pilibhit,total,291538,10838,0,256931,978332,11032,193
UP,Pratapgarh,delta,0,0,0,1482,1796,0,0
UP,Pratapgarh,delta7,0,0,0,47832,40603,0,0
UP,Pratapgarh,meta,0,0,3173752,0,0,0,0
UP,Pratapgarh,total,100500,15875,0,456869,1480021,16038,163
UP,Prayagraj,delta,0,1,0,48,17,0,0
UP,Prayagraj,delta7,0,6,0,79660,75719,1,0
UP,Prayagraj,meta,0,0,5959798,0,0,0,0
UP,Prayagraj,total,729300,77609,0,862244,2731341,78699,1088
UP,Rae Bareli,delta,0,0,0,429,576,0,0
UP,Rae Bareli,delta7,0,0,0,46996,33906,0,0
UP,Rae Bareli,meta,0,0,3404004,0,0,0,0
UP,Rae Bareli,total,387408,16761,0,344694,1436175,17104,343
UP,Rampur,delta,0,0,0,1,3,0,0
UP,Rampur,delta7,0,0,0,28753,23526,2,0
UP,Rampur,meta,0,0,2335398,0,0,0,0
UP,Rampur,total,274288,11676,0,250420,989666,11826,148
UP,Saharanpur,delta,0,0,0,17,6,0,0
UP,Saharanpur,delta7,0,0,0,33326,19216,0,0
UP,Saharanpur,meta,0,0,3464228,0,0,0,0
UP,Saharanpur,total,266387,32309,0,576986,1638111,32730,420
UP,Sambhal,delta,0,0,0,411,1708,0,0
UP,Sambhal,delta7,0,0,0,23914,27630,0,0
UP,Sambhal,meta,0,0,2217020,0,0,0,0
UP,Sambhal,total,309333,9331,0,204352,893786,9438,106
UP,Sant Kabir Nagar,delta,0,0,0,202,82,0,0
UP,Sant Kabir Nagar,delta7,0,0,0,26920,44511,0,0
UP,Sant Kabir Nagar,meta,0,0,1714300,0,0,0,0
UP,Sant Kabir Nagar,total,292606,8061,0,195105,799506,8159,98
UP,Shahjahanpur,delta,0,0,0,969,3563,0,0
UP,Shahjahanpur,delta7,0,0,0,79519,185421,0,0
UP,Shahjahanpur,meta,0,0,3002376,0,0,0,0
UP,Shahjahanpur,total,437195,19916,0,538827,1743273,20361,444
UP,Shamli,delta,0,0,0,14,24,0,0
UP,Shamli,delta7,0,0,0,16389,12602,0,0
UP,Shamli,meta,0,0,1274815,0,0,0,0
UP,Shamli,total,246597,12931,0,206438,604968,12976,45
UP,Shrawasti,delta,0,0,0,120,37,0,0
UP,Shrawasti,delta7,0,0,0,17808,7342,0,0
UP,Shrawasti,meta,0,0,1114615,0,0,0,0
UP,Shrawasti,total,221566,4353,0,181654,515155,4388,35
UP,Siddharthnagar,delta,0,0,0,2209,250,0,0
UP,Siddharthnagar,delta7,0,0,0,53973,18746,0,0
UP,Siddharthnagar,meta,0,0,2553526,0,0,0,0
UP,Siddharthnagar,total,295047,9273,0,479630,1225133,9373,100
UP,Sitapur,delta,0,0,0,197,81,0,0
UP,Sitapur,delta7,0,0,0,52112,33825,0,0
UP,Sitapur,meta,0,0,4474446,0,0,0,0
UP,Sitapur,total,289473,12211,0,497241,2139996,12398,185
UP,Sonbhadra,delta,0,0,0,157,200,0,0
UP,Sonbhadra,delta7,0,0,0,24430,21438,0,0
UP,Sonbhadra,meta,0,0,1862612,0,0,0,0
UP,Sonbhadra,total,306175,16556,0,236871,812891,16807,251
UP,Sultanpur,delta,0,0,0,18,2,0,0
UP,Sultanpur,delta7,0,0,0,31247,14962,0,0
UP,Sultanpur,meta,0,0,3790922,0,0,0,0
UP,Sultanpur,total,309395,14777,0,370998,1178195,14915,138
UP,Unnao,delta,0,0,0,948,201,0,0
UP,Unnao,delta7,0,0,0,41790,26506,0,0
UP,Unnao,meta,0,0,3110595,0,0,0,0
UP,Unnao,total,298886,14757,0,420513,1554190,15011,254
UP,Varanasi,delta,0,0,0,441,159,0,0
UP,Varanasi,delta7,0,1,0,55104,38187,2,0
UP,Varanasi,meta,0,0,3682194,0,0,0,0
UP,Varanasi,total,595510,84528,0,843905,2109381,85501,971
UT,Almora,delta,0,0,0,416,37,0,0
UT,Almora,delta7,0,7,0,10440,729,7,0
UT,Almora,meta,0,0,621927,0,0,0,0
UT,Almora,total,84443,11378,0,215715,378242,12190,196
UT,Bageshwar,delta,0,0,0,1286,75,0,0
UT,Bageshwar,delta7,0,0,0,6323,371,1,0
UT,Bageshwar,meta,0,0,259840,0,0,0,0
UT,Bageshwar,total,55626,5678,0,131244,183447,5764,60
UT,Chamoli,delta,0,0,0,268,13,0,0
UT,Chamoli,delta7,0,4,0,11652,822,4,0
UT,Chamoli,meta,0,0,391114,0,0,0,0
UT,Chamoli,total,90390,11972,0,191420,273850,12242,62
UT,Champawat,delta,0,0,0,613,44,1,0
UT,Champawat,delta7,0,0,0,6007,754,3,0
UT,Champawat,meta,0,0,259315,0,0,0,0
UT,Champawat,total,95068,7358,0,119870,183354,7603,53
UT,Dehradun,delta,0,4,0,3611,308,3,0
UT,Dehradun,delta7,0,24,0,49795,5963,30,0
UT,Dehradun,meta,0,0,1698560,0,0,0,0
UT,Dehradun,total,401496,108137,0,793803,1465464,112363,3521
UT,Haridwar,delta,0,0,0,1907,224,1,0
UT,Haridwar,delta7,0,8,0,52191,3960,10,1
UT,Haridwar,meta,0,0,1927029,0,0,0,0
UT,Haridwar,total,369542,49096,0,635360,1456257,51498,1019
UT,Nainital,delta,0,3,0,288,31,0,0
UT,Nainital,delta7,0,14,0,16850,2285,10,0
UT,Nainital,meta,0,0,955128,0,0,0,0
UT,Nainital,total,204422,38140,0,398680,722854,39232,944
UT,Pauri Garhwal,delta,0,0,0,108,25,0,0
UT,Pauri Garhwal,delta7,0,5,0,14253,2116,3,0
UT,Pauri Garhwal,meta,0,0,686527,0,0,0,0
UT,Pauri Garhwal,total,138878,16668,0,229262,431320,17686,315
UT,Pithoragarh,delta,0,1,0,609,89,0,0
UT,Pithoragarh,delta7,0,6,0,10608,930,3,0
UT,Pithoragarh,meta,0,0,485993,0,0,0,0
UT,Pithoragarh,total,72686,9962,0,183765,318644,10260,181
UT,Rudraprayag,delta,0,1,0,326,30,0,0
UT,Rudraprayag,delta7,0,3,0,6212,416,0,0
UT,Rudraprayag,meta,0,0,236857,0,0,0,0
UT,Rudraprayag,total,52378,8535,0,113480,170911,8800,106
UT,Tehri Garhwal,delta,0,0,0,120,12,0,0
UT,Tehri Garhwal,delta7,0,0,0,15658,2235,0,0
UT,Tehri Garhwal,meta,0,0,616409,0,0,0,0
UT,Tehri Garhwal,total,105111,14827,0,206527,381493,15835,108
UT,Udham Singh Nagar,delta,0,0,0,3581,167,0,0
UT,Udham Singh Nagar,delta7,0,3,0,48283,3588,0,0
UT,Udham Singh Nagar,meta,0,0,1648367,0,0,0,0
UT,Udham Singh Nagar,total,337292,36315,0,518326,1277738,37875,761
UT,Uttarkashi,delta,0,0,0,83,12,0,0
UT,Uttarkashi,delta7,0,0,0,9910,1063,4,0
UT,Uttarkashi,meta,0,0,329686,0,0,0,0
UT,Uttarkashi,total,120026,12129,0,160687,234425,12548,74
WB,Alipurduar,delta,0,5,0,1298,579,4,0
WB,Alipurduar,delta7,0,35,0,29790,38488,31,0
WB,Alipurduar,meta,0,0,1700000,0,0,0,0
WB,Alipurduar,total,0,15441,0,353666,949775,15589,102
WB,Bankura,delta,0,21,0,5692,38854,30,0
WB,Bankura,delta7,0,133,0,76120,220390,161,1
WB,Bankura,meta,0,0,3596292,0,0,0,0
WB,Bankura,total,0,35839,0,706177,2245147,36313,274
WB,Birbhum,delta,0,20,0,2868,6911,20,0
WB,Birbhum,delta7,0,102,0,84919,99629,176,0
WB,Birbhum,meta,0,0,3502387,0,0,0,0
WB,Birbhum,total,0,40727,0,846286,2152966,41197,286
WB,Cooch Behar,delta,0,13,0,395,3386,10,0
WB,Cooch Behar,delta7,0,93,0,26214,122592,77,0
WB,Cooch Behar,meta,0,0,2822780,0,0,0,0
WB,Cooch Behar,total,0,29060,0,421663,1444232,29275,97
WB,Dakshin Dinajpur,delta,0,16,0,998,724,14,0
WB,Dakshin Dinajpur,delta7,0,108,0,21657,53398,111,1
WB,Dakshin Dinajpur,meta,0,0,1670931,0,0,0,0
WB,Dakshin Dinajpur,total,0,17573,0,363056,1063493,17889,170
WB,Darjeeling,delta,0,31,0,1844,945,23,0
WB,Darjeeling,delta7,0,214,0,69087,21148,189,1
WB,Darjeeling,meta,0,0,1842034,0,0,0,0
WB,Darjeeling,total,0,56326,0,664306,1324555,57143,539
WB,Hooghly,delta,0,74,0,9034,41006,58,0
WB,Hooghly,delta7,0,497,0,105570,274722,472,2
WB,Hooghly,meta,0,0,5520389,0,0,0,0
WB,Hooghly,total,0,84650,0,1343978,3368156,86300,990
WB,Howrah,delta,0,73,0,4502,14299,73,0
WB,Howrah,delta7,0,473,0,95203,207351,518,2
WB,Howrah,meta,0,0,4841638,0,0,0,0
WB,Howrah,total,0,96567,0,1254076,2905925,98757,1524
WB,Jalpaiguri,delta,0,17,0,3130,9642,16,1
WB,Jalpaiguri,delta7,0,120,0,63773,53967,102,6
WB,Jalpaiguri,meta,0,0,3869675,0,0,0,0
WB,Jalpaiguri,total,0,41256,0,410719,1144138,41982,572
WB,Jhargram,delta,0,5,0,700,477,3,0
WB,Jhargram,delta7,0,39,0,19553,39020,25,0
WB,Jhargram,meta,0,0,1136548,0,0,0,0
WB,Jhargram,total,0,12063,0,211586,714456,12135,27
WB,Kalimpong,delta,0,4,0,429,8,2,0
WB,Kalimpong,delta7,0,28,0,10626,513,18,0
WB,Kalimpong,meta,0,0,251642,0,0,0,0
WB,Kalimpong,total,0,6950,0,124420,180713,7036,54
WB,Kolkata,delta,0,244,0,1626,334,274,6
WB,Kolkata,delta7,0,1553,0,206020,36977,1843,25
WB,Kolkata,meta,0,0,4486679,0,0,0,0
WB,Kolkata,total,0,315146,0,3039486,4784084,322541,5152
WB,Malda,delta,0,8,0,1771,2191,32,0
WB,Malda,delta7,0,51,0,55976,227391,77,0
WB,Malda,meta,0,0,3997970,0,0,0,0
WB,Malda,total,0,33121,0,590497,2029144,33406,186
WB,Murshidabad,delta,0,8,0,1587,17667,5,0
WB,Murshidabad,delta7,0,40,0,86224,621102,48,1
WB,Murshidabad,meta,0,0,7102430,0,0,0,0
WB,Murshidabad,total,0,33605,0,976111,3952659,33993,328
WB,Nadia,delta,0,48,0,1863,15875,31,1
WB,Nadia,delta7,0,326,0,89327,251739,302,8
WB,Nadia,meta,0,0,5168488,0,0,0,0
WB,Nadia,total,0,72054,0,884320,2798942,73333,859
WB,North 24 Parganas,delta,0,147,0,7658,5231,144,6
WB,North 24 Parganas,delta7,0,961,0,241201,235852,1066,27
WB,North 24 Parganas,meta,0,0,10082852,0,0,0,0
WB,North 24 Parganas,total,0,323097,0,2720315,6547702,329257,4833
WB,Other State,total,0,63,0,0,0,66,3
WB,Paschim Bardhaman,delta,0,25,0,786,286,32,0
WB,Paschim Bardhaman,delta7,0,149,0,72103,94473,213,1
WB,Paschim Bardhaman,meta,0,0,2882031,0,0,0,0
WB,Paschim Bardhaman,total,0,57184,0,677747,1789611,57778,356
WB,Paschim Medinipur,delta,0,28,0,1457,6512,26,0
WB,Paschim Medinipur,delta7,0,198,0,66132,270458,181,1
WB,Paschim Medinipur,meta,0,0,5094238,0,0,0,0
WB,Paschim Medinipur,total,0,52820,0,877978,2758576,53581,507
WB,Purba Bardhaman,delta,0,25,0,4002,17168,16,0
WB,Purba Bardhaman,delta7,0,176,0,51741,260764,147,2
WB,Purba Bardhaman,meta,0,0,4835532,0,0,0,0
WB,Purba Bardhaman,total,0,41588,0,859528,2596246,42005,198
WB,Purba Medinipur,delta,0,17,0,2226,5370,16,0
WB,Purba Medinipur,delta7,0,120,0,144185,71724,94,1
WB,Purba Medinipur,meta,0,0,4417377,0,0,0,0
WB,Purba Medinipur,total,0,62549,0,1471674,3560589,63098,397
WB,Purulia,delta,0,3,0,1866,13266,2,0
WB,Purulia,delta7,0,21,0,40922,159111,17,0
WB,Purulia,meta,0,0,2927965,0,0,0,0
WB,Purulia,total,0,19283,0,492310,1679941,19419,113
WB,South 24 Parganas,delta,0,74,0,3270,7086,75,1
WB,South 24 Parganas,delta7,0,470,0,169231,310444,542,5
WB,South 24 Parganas,meta,0,0,8153176,0,0,0,0
WB,South 24 Parganas,total,0,98950,0,1832073,4850898,100957,1336
WB,Uttar Dinajpur,delta,0,7,0,0,0,8,0
WB,Uttar Dinajpur,delta7,0,46,0,44686,130243,43,2
WB,Uttar Dinajpur,meta,0,0,3000849,0,0,0,0
WB,Uttar Dinajpur,total,0,19559,0,436182,1341457,19858,238
