STATE,DATE ,TYPE ,TESTED,RECOVERED,VACCINATED 2,VACCINATED 1,CONFIRMED,DECEASED
KL,23-11-2020,total,5892900,500089,0,0,566453,2072
KL,23-11-2020,delta7,394792,45315,0,0,38744,183
KL,23-11-2020,delta,35659,5425,0,0,3757,22
KL,24-11-2020,total,5952883,505238,0,0,571873,2096
KL,24-11-2020,delta7,398618,43844,0,0,38372,180
KL,24-11-2020,delta,59983,5149,0,0,5420,24
KL,25-11-2020,delta7,397291,42548,0,0,38444,178
KL,25-11-2020,delta,66042,5770,0,0,6491,26
KL,25-11-2020,total,6018925,511008,0,0,578364,2122
KL,26-11-2020,delta7,386270,41658,0,0,38100,179
KL,26-11-2020,total,6074921,516978,0,0,583742,2149
KL,26-11-2020,delta,55996,5970,0,0,5378,27
KL,27-11-2020,total,6114029,521522,0,0,587708,2172
KL,27-11-2020,delta,39108,4544,0,0,3966,23
KL,27-11-2020,delta7,365013,39804,0,0,36038,174
KL,28-11-2020,delta7,368786,38360,0,0,36516,174
KL,28-11-2020,delta,63983,5275,0,0,6250,25
KL,28-11-2020,total,6178012,526797,0,0,593958,2197
KL,29-11-2020,delta,49775,5861,0,0,5643,27
KL,29-11-2020,total,6227787,532658,0,0,599601,2224
KL,29-11-2020,delta7,370546,37994,0,0,36905,174
KL,30-11-2020,total,6262476,538713,0,0,602983,2245
KL,30-11-2020,delta7,369576,38624,0,0,36530,173
KL,30-11-2020,delta,34689,6055,0,0,3382,21
KL,01-12-2020,total,6321285,544864,0,0,608358,2271
KL,01-12-2020,delta7,368402,39626,0,0,36485,175
KL,01-12-2020,delta,58809,6151,0,0,5375,26
KL,02-12-2020,delta,56993,5924,0,0,6316,28
KL,02-12-2020,delta7,359353,39780,0,0,36310,177
KL,02-12-2020,total,6378278,550788,0,0,614674,2299
KL,03-12-2020,total,6438754,556378,0,0,620050,2330
KL,03-12-2020,delta7,363833,39400,0,0,36308,181
KL,03-12-2020,delta,60476,5590,0,0,5376,31
KL,04-12-2020,delta,57456,5496,0,0,5718,29
KL,04-12-2020,total,6496210,561874,0,0,625768,2359
KL,04-12-2020,delta7,382181,40352,0,0,38060,187
KL,05-12-2020,delta7,378701,40897,0,0,37658,194
KL,05-12-2020,delta,60503,5820,0,0,5848,32
KL,05-12-2020,total,6556713,567694,0,0,631616,2391
KL,06-12-2020,delta,51893,5217,0,0,4777,28
KL,06-12-2020,total,6608606,572911,0,0,636393,2419
KL,06-12-2020,delta7,380819,40253,0,0,36792,195
KL,07-12-2020,total,6642364,577616,0,0,639665,2442
KL,07-12-2020,delta,33758,4705,0,0,3272,23
KL,07-12-2020,delta7,379888,38903,0,0,36682,197
KL,08-12-2020,total,6702885,582351,0,0,644697,2473
KL,08-12-2020,delta7,381600,37487,0,0,36339,202
KL,08-12-2020,delta,60521,4735,0,0,5032,31
KL,09-12-2020,delta7,377352,36210,0,0,34898,209
KL,09-12-2020,delta,52745,4647,0,0,4875,35
KL,09-12-2020,total,6755630,586998,0,0,649572,2508
KL,10-12-2020,total,6808399,591845,0,0,654042,2534
KL,10-12-2020,delta7,369645,35467,0,0,33992,204
KL,10-12-2020,delta,52769,4847,0,0,4470,26
KL,11-12-2020,delta7,365697,34719,0,0,32916,204
KL,11-12-2020,delta,53508,4748,0,0,4642,29
KL,11-12-2020,total,6861907,596593,0,0,658684,2563
KL,12-12-2020,delta7,364884,34167,0,0,33017,204
KL,12-12-2020,total,6921597,601861,0,0,664633,2595
KL,12-12-2020,delta,59690,5268,0,0,5949,32
KL,13-12-2020,total,6967972,607119,0,0,669331,2624
KL,13-12-2020,delta,46375,5258,0,0,4698,29
KL,13-12-2020,delta7,359366,34208,0,0,32938,205
KL,14-12-2020,total,6999865,611600,0,0,672038,2648
KL,14-12-2020,delta7,357501,33984,0,0,32373,206
KL,14-12-2020,delta,31893,4481,0,0,2707,24
KL,15-12-2020,delta7,353433,34315,0,0,32559,208
KL,15-12-2020,total,7056318,616666,0,0,677256,2681
KL,15-12-2020,delta,56453,5066,0,0,5218,33
KL,16-12-2020,total,7118200,622394,0,0,683441,2708
KL,16-12-2020,delta,61882,5728,0,0,6185,27
KL,16-12-2020,delta7,362570,35396,0,0,33869,200
KL,17-12-2020,delta7,370652,35519,0,0,34368,201
KL,17-12-2020,delta,60851,4970,0,0,4969,27
KL,17-12-2020,total,7179051,627364,0,0,688410,2735
KL,18-12-2020,delta7,371616,35472,0,0,35182,195
KL,18-12-2020,delta,54472,4701,0,0,5456,23
KL,18-12-2020,total,7233523,632065,0,0,693866,2758
KL,19-12-2020,total,7293518,636814,0,0,700159,2787
KL,19-12-2020,delta7,371921,34953,0,0,35526,192
KL,19-12-2020,delta,59995,4749,0,0,6293,29
KL,20-12-2020,total,7347376,641285,0,0,705870,2817
KL,20-12-2020,delta7,379404,34166,0,0,36539,193
KL,20-12-2020,delta,53858,4471,0,0,5711,30
KL,21-12-2020,delta,34847,4494,0,0,3423,27
KL,21-12-2020,delta7,382358,34179,0,0,37255,196
KL,21-12-2020,total,7382223,645779,0,0,709293,2844
KL,22-12-2020,delta7,390734,34170,0,0,38086,190
KL,22-12-2020,total,7447052,650836,0,0,715342,2871
KL,22-12-2020,delta,64829,5057,0,0,6049,27
KL,23-12-2020,total,7508489,655644,0,0,721511,2893
KL,23-12-2020,delta,61437,4808,0,0,6169,22
KL,23-12-2020,delta7,390289,33250,0,0,38070,185
KL,24-12-2020,total,7564562,660445,0,0,726688,2915
KL,24-12-2020,delta7,385511,33081,0,0,38278,180
KL,24-12-2020,delta,56073,4801,0,0,5177,22
KL,25-12-2020,delta,48853,4506,0,0,5397,16
KL,25-12-2020,total,7613415,664951,0,0,732085,2931
KL,25-12-2020,delta7,379892,32886,0,0,38219,173
KL,26-12-2020,total,7649001,668733,0,0,735612,2952
KL,26-12-2020,delta7,355483,31919,0,0,35453,165
KL,26-12-2020,delta,35586,3782,0,0,3527,21
KL,27-12-2020,total,7695117,672196,0,0,740517,2977
KL,27-12-2020,delta,46116,3463,0,0,4905,25
KL,27-12-2020,delta7,347741,30911,0,0,34647,160
KL,28-12-2020,delta7,345763,30589,0,0,34271,147
KL,28-12-2020,delta,32869,4172,0,0,3047,14
KL,28-12-2020,total,7727986,676368,0,0,743564,2991
KL,29-12-2020,total,7789764,681397,0,0,749451,3015
KL,29-12-2020,delta,61778,5029,0,0,5887,24
KL,29-12-2020,delta7,342712,30561,0,0,34109,144
KL,30-12-2020,delta7,345162,31460,0,0,34208,150
KL,30-12-2020,delta,63887,5707,0,0,6268,28
KL,30-12-2020,total,7853651,687104,0,0,755719,3043
KL,31-12-2020,total,7911934,692480,0,0,760934,3073
KL,31-12-2020,delta7,347372,32035,0,0,34246,158
KL,31-12-2020,delta,58283,5376,0,0,5215,30
KL,01-01-2021,total,7964724,697591,0,0,765925,3096
KL,01-01-2021,delta7,351309,32640,0,0,33840,165
KL,01-01-2021,delta,52790,5111,0,0,4991,23
KL,02-01-2021,total,8018822,702576,0,0,771253,3117
KL,02-01-2021,delta7,369821,33843,0,0,35641,165
KL,02-01-2021,delta,54098,4985,0,0,5328,21
KL,03-01-2021,delta7,370996,35048,0,0,35336,165
KL,03-01-2021,total,8066113,707244,0,0,775853,3142
KL,03-01-2021,delta,47291,4668,0,0,4600,25
KL,04-01-2021,delta,33508,5145,0,0,3021,19
KL,04-01-2021,delta7,371635,36021,0,0,35310,170
KL,04-01-2021,total,8099621,712389,0,0,778874,3161
KL,05-01-2021,delta7,371126,35914,0,0,35038,170
KL,05-01-2021,delta,61269,4922,0,0,5615,24
KL,05-01-2021,total,8160890,717311,0,0,784489,3185
KL,06-01-2021,delta7,371130,35317,0,0,35164,167
KL,06-01-2021,delta,63891,5110,0,0,6394,25
KL,06-01-2021,total,8224781,722421,0,0,790883,3210
KL,07-01-2021,total,8285394,728059,0,0,795934,3235
KL,07-01-2021,delta7,373460,35579,0,0,35000,162
KL,07-01-2021,delta,60613,5638,0,0,5051,25
KL,08-01-2021,total,8344963,733384,0,0,801076,3258
KL,08-01-2021,delta7,380239,35793,0,0,35151,162
KL,08-01-2021,delta,59569,5325,0,0,5142,23
KL,09-01-2021,delta,61239,5424,0,0,5528,22
KL,09-01-2021,delta7,387380,36232,0,0,35351,163
KL,09-01-2021,total,8406202,738808,0,0,806604,3280
KL,10-01-2021,total,8451897,743467,0,0,811149,3303
KL,10-01-2021,delta7,385784,36223,0,0,35296,161
KL,10-01-2021,delta,45695,4659,0,0,4545,23
KL,11-01-2021,delta,35281,3922,0,0,3110,20
KL,11-01-2021,total,8487178,747389,0,0,814259,3323
KL,11-01-2021,delta7,387557,35000,0,0,35385,162
KL,12-01-2021,delta7,390902,34348,0,0,35277,163
KL,12-01-2021,delta,64614,4270,0,0,5507,25
KL,12-01-2021,total,8551792,751659,0,0,819766,3348
KL,13-01-2021,delta,69081,5158,0,0,6004,26
KL,13-01-2021,delta7,396092,34396,0,0,34887,164
KL,13-01-2021,total,8620873,756817,0,0,825770,3374
KL,14-01-2021,total,8688585,761154,0,0,831260,3393
KL,14-01-2021,delta,67712,4337,0,0,5490,19
KL,14-01-2021,delta7,403191,33095,0,0,35326,158
KL,15-01-2021,total,8751519,765757,0,0,836884,3416
KL,15-01-2021,delta,62934,4603,0,0,5624,23
KL,15-01-2021,delta7,406556,32373,0,0,35808,158
KL,16-01-2021,delta7,410225,31960,0,8062,36240,163
KL,16-01-2021,delta,64908,5011,0,8062,5960,27
KL,16-01-2021,total,8816427,770768,0,8062,842844,3443
KL,17-01-2021,total,8868737,775176,0,8062,847849,3464
KL,17-01-2021,delta7,416840,31709,0,8062,36700,161
KL,17-01-2021,delta,52310,4408,0,0,5005,21
KL,18-01-2021,delta7,414652,31708,0,15477,36936,158
KL,18-01-2021,delta,33093,3921,0,7415,3346,17
KL,18-01-2021,total,8901830,779097,0,15477,851195,3481
KL,19-01-2021,delta7,416297,31734,0,23855,37615,159
KL,19-01-2021,delta,66259,4296,0,8378,6186,26
KL,19-01-2021,total,8968089,783393,0,23855,857381,3507
KL,20-01-2021,total,9029621,790757,0,24269,864196,3525
KL,20-01-2021,delta,61532,7364,0,414,6815,18
KL,20-01-2021,delta7,408748,33940,0,24269,38426,151
KL,21-01-2021,total,9090900,796986,0,35173,870530,3546
KL,21-01-2021,delta7,402315,35832,0,35173,39270,153
KL,21-01-2021,delta,61279,6229,0,10904,6334,21
KL,22-01-2021,delta7,397438,37337,0,47293,40399,149
KL,22-01-2021,total,9148957,803094,0,47293,877283,3565
KL,22-01-2021,delta,58057,6108,0,12120,6753,19
KL,23-01-2021,total,9210023,808377,0,53529,884243,3588
KL,23-01-2021,delta,61066,5283,0,6236,6960,23
KL,23-01-2021,delta7,393596,37609,0,45467,41399,145
KL,24-01-2021,delta7,389664,38374,0,45467,42430,144
KL,24-01-2021,delta,48378,5173,0,0,6036,20
KL,24-01-2021,total,9258401,813550,0,53529,890279,3608
KL,25-01-2021,delta,30903,5606,0,18444,3361,17
KL,25-01-2021,delta7,387474,40059,0,56496,42445,144
KL,25-01-2021,total,9289304,819156,0,71973,893640,3625
KL,26-01-2021,total,9349619,824446,0,71973,899933,3644
KL,26-01-2021,delta7,381530,41053,0,48118,42552,137
KL,26-01-2021,delta,60315,5290,0,0,6293,19
KL,27-01-2021,total,9400749,829452,0,82970,905592,3664
KL,27-01-2021,delta7,371128,38695,0,58701,41396,139
KL,27-01-2021,delta,51130,5006,0,10997,5659,20
KL,28-01-2021,delta7,368321,38060,0,71410,40833,137
KL,28-01-2021,delta,58472,5594,0,23613,5771,19
KL,28-01-2021,total,9459221,835046,0,106583,911363,3683
KL,29-01-2021,delta7,369079,38350,0,88542,40348,140
KL,29-01-2021,total,9518036,841444,0,135835,917631,3705
KL,29-01-2021,delta,58815,6398,0,29252,6268,22
KL,30-01-2021,delta,58759,7032,0,22852,6282,18
KL,30-01-2021,total,9576795,848476,0,158687,923913,3723
KL,30-01-2021,delta7,366772,40099,0,105158,39670,135
KL,31-01-2021,total,9625913,854206,0,165171,929179,3744
KL,31-01-2021,delta7,367512,40656,0,111642,38900,136
KL,31-01-2021,delta,49118,5730,0,6484,5266,21
KL,01-02-2021,delta,33579,5215,0,28754,3459,17
KL,01-02-2021,total,9659492,859421,0,193925,932638,3761
KL,01-02-2021,delta7,370188,40265,0,121952,38998,136
KL,02-02-2021,total,9712432,865168,0,224846,938354,3777
KL,02-02-2021,delta7,362813,40722,0,152873,38421,133
KL,02-02-2021,delta,52940,5747,0,30921,5716,16
KL,03-02-2021,total,9772067,871548,0,246043,944710,3797
KL,03-02-2021,delta,59635,6380,0,21197,6356,20
KL,03-02-2021,delta7,371318,42096,0,163073,39118,133
KL,04-02-2021,delta7,396853,42843,0,164409,39449,131
KL,04-02-2021,delta,84007,6341,0,24949,6102,17
KL,04-02-2021,total,9856074,877889,0,270992,950812,3814
KL,05-02-2021,total,9948005,884542,0,286132,956422,3833
KL,05-02-2021,delta,91931,6653,0,15140,5610,19
KL,05-02-2021,delta7,429969,43098,0,150297,38791,128
KL,06-02-2021,delta7,454014,42244,0,133165,38451,126
KL,06-02-2021,delta,82804,6178,0,5720,5942,16
KL,06-02-2021,total,10030809,890720,0,291852,962364,3849
KL,07-02-2021,delta7,470413,42462,0,127171,39260,124
KL,07-02-2021,total,10096326,896668,0,292342,968439,3868
KL,07-02-2021,delta,65517,5948,0,490,6075,19
KL,08-02-2021,total,10144253,902627,0,307998,972181,3884
KL,08-02-2021,delta,47927,5959,0,15656,3742,16
KL,08-02-2021,delta7,484761,43206,0,114073,39543,123
KL,09-02-2021,delta,69844,6475,0,14018,5214,19
KL,09-02-2021,delta7,501665,43934,0,97170,39041,126
KL,09-02-2021,total,10214097,909102,0,322016,977395,3903
KL,10-02-2021,total,10294203,914847,0,326246,983375,3921
KL,10-02-2021,delta7,522136,43299,0,80203,38665,124
KL,10-02-2021,delta,80106,5745,0,4230,5980,18
KL,11-02-2021,delta,71656,5692,0,7314,5281,16
KL,11-02-2021,delta7,509785,42650,0,62568,37844,123
KL,11-02-2021,total,10365859,920539,0,333560,988656,3937
KL,12-02-2021,delta7,492262,41329,0,59065,37631,122
KL,12-02-2021,delta,74408,5332,0,11637,5397,18
KL,12-02-2021,total,10440267,925871,0,345197,994053,3955
KL,13-02-2021,delta7,495427,40986,0,64470,37160,122
KL,13-02-2021,delta,85969,5835,0,11125,5471,16
KL,13-02-2021,total,10526236,931706,0,356322,999524,3971
KL,14-02-2021,delta7,491753,39730,46,66187,35697,118
KL,14-02-2021,total,10588079,936398,46,358529,1004136,3986
KL,14-02-2021,delta,61843,4692,46,2207,4612,15
KL,15-02-2021,total,10627542,941471,3570,367367,1007020,3999
KL,15-02-2021,delta7,483289,38844,3570,59369,34839,115
KL,15-02-2021,delta,39463,5073,3524,8838,2884,13
KL,16-02-2021,delta,74352,5439,9245,8074,4937,18
KL,16-02-2021,delta7,487797,37808,12815,53425,34562,114
KL,16-02-2021,total,10701894,946910,12815,375441,1011957,4017
KL,17-02-2021,total,10771847,951742,16153,379034,1016849,4033
KL,17-02-2021,delta7,477644,36895,16153,52788,33474,112
KL,17-02-2021,delta,69953,4832,3338,3593,4892,16
KL,18-02-2021,delta,67506,5193,7795,7867,4584,14
KL,18-02-2021,total,10839353,956935,23948,386901,1021433,4047
KL,18-02-2021,delta7,473494,36396,23948,53341,32777,110
KL,19-02-2021,delta,67574,4854,8112,6092,4505,15
KL,19-02-2021,delta7,466660,35918,32060,47796,31885,107
KL,19-02-2021,total,10906927,961789,32060,392993,1025938,4062
KL,20-02-2021,delta,65968,5841,6769,6071,4650,13
KL,20-02-2021,total,10972895,967630,38829,399064,1030588,4075
KL,20-02-2021,delta7,446659,35924,38829,42742,31064,104
KL,21-02-2021,total,11030136,971975,38829,399284,1034658,4090
KL,21-02-2021,delta7,442057,35577,38783,40755,30522,104
KL,21-02-2021,delta,57241,4345,0,220,4070,15
KL,22-02-2021,total,11068239,977012,56232,405697,1036870,4106
KL,22-02-2021,delta7,440697,35541,52662,38330,29850,107
KL,22-02-2021,delta,38103,5037,17403,6413,2212,16
KL,23-02-2021,delta7,435949,34925,49484,39068,28947,103
KL,23-02-2021,delta,69604,4823,6067,8812,4034,14
KL,23-02-2021,total,11137843,981835,62299,414509,1040904,4120
KL,24-02-2021,total,11208411,987720,70600,422669,1045010,4137
KL,24-02-2021,delta7,436564,35978,54447,43635,28161,104
KL,24-02-2021,delta,70568,5885,8301,8160,4106,17
KL,25-02-2021,delta7,432640,35437,64929,54696,27254,104
KL,25-02-2021,delta,63582,4652,18277,18928,3677,14
KL,25-02-2021,total,11271993,992372,88877,441597,1048687,4151
KL,26-02-2021,delta7,432878,34725,72806,89452,26420,103
KL,26-02-2021,delta,67812,4142,15989,40848,3671,14
KL,26-02-2021,total,11339805,996514,104866,482445,1052358,4165
KL,27-02-2021,total,11413515,1001164,104866,482445,1056150,4183
KL,27-02-2021,delta7,440620,33534,66037,83381,25562,108
KL,27-02-2021,delta,73710,4650,0,0,3792,18
KL,28-02-2021,total,11476284,1005497,104866,482445,1059404,4198
KL,28-02-2021,delta7,446148,33522,66037,83161,24746,108
KL,28-02-2021,delta,62769,4333,0,0,3254,15
KL,01-03-2021,delta7,454040,31960,57381,105813,24472,105
KL,01-03-2021,total,11522279,1008972,113613,511510,1061342,4211
KL,01-03-2021,delta,45995,3475,8747,29065,1938,13
KL,02-03-2021,delta,68094,3512,7149,30441,2938,16
KL,02-03-2021,total,11590373,1012484,120762,541951,1064280,4227
KL,02-03-2021,delta7,452530,30649,58463,127442,23376,107
KL,03-03-2021,total,11650019,1016515,128161,573353,1067045,4242
KL,03-03-2021,delta7,441608,28795,57561,150684,22035,105
KL,03-03-2021,delta,59646,4031,7399,31402,2765,15
KL,04-03-2021,delta7,441067,28299,59577,220796,20974,105
KL,04-03-2021,delta,63041,4156,20293,89040,2616,14
KL,04-03-2021,total,11713060,1020671,148454,662393,1069661,4256
KL,05-03-2021,delta7,439358,27795,61629,253918,20079,107
KL,05-03-2021,delta,66103,3638,18041,73970,2776,16
KL,05-03-2021,total,11779163,1024309,166495,736363,1072437,4272
KL,06-03-2021,total,11840927,1027826,183899,819410,1075228,4288
KL,06-03-2021,delta7,427412,26662,79033,336965,19078,105
KL,06-03-2021,delta,61764,3517,17404,83047,2791,16
KL,07-03-2021,delta7,416591,26368,80556,353127,17924,103
KL,07-03-2021,total,11892875,1031865,185422,835572,1077328,4301
KL,07-03-2021,delta,51948,4039,1523,16162,2100,13
KL,08-03-2021,delta7,409642,25923,89995,414573,17398,102
KL,08-03-2021,total,11931921,1034895,203608,926083,1078740,4313
KL,08-03-2021,delta,39046,3030,18186,90511,1412,12
KL,09-03-2021,total,11997827,1039281,221228,1012344,1081056,4329
KL,09-03-2021,delta,65906,4386,17620,86261,2316,16
KL,09-03-2021,delta7,407454,26797,100466,470393,16776,102
KL,10-03-2021,delta7,410294,26958,104556,483146,16486,101
KL,10-03-2021,delta,62486,4192,11489,44155,2475,14
KL,10-03-2021,total,12060313,1043473,232717,1056499,1083531,4343
KL,11-03-2021,delta,69838,3753,7906,49130,2133,13
KL,11-03-2021,total,12130151,1047226,240623,1105629,1085664,4356
KL,11-03-2021,delta7,417091,26555,92169,443236,16003,100
KL,12-03-2021,total,12182285,1050603,257856,1211414,1087444,4370
KL,12-03-2021,delta7,403122,26294,91361,475051,15007,98
KL,12-03-2021,delta,52134,3377,17233,105785,1780,14
KL,13-03-2021,total,12240629,1053859,266575,1274773,1089479,4382
KL,13-03-2021,delta7,399702,26033,82676,455363,14251,94
KL,13-03-2021,delta,58344,3256,8719,63359,2035,12
KL,14-03-2021,delta7,398319,25232,81945,445744,13943,96
KL,14-03-2021,delta,50565,3238,792,6543,1792,15
KL,14-03-2021,total,12291194,1057097,267367,1281316,1091271,4397
KL,15-03-2021,total,12329604,1060560,280907,1408459,1092325,4408
KL,15-03-2021,delta7,397683,25665,77299,482376,13585,95
KL,15-03-2021,delta,38410,3463,13540,127143,1054,11
KL,16-03-2021,delta7,392751,24163,74042,528601,13239,94
KL,16-03-2021,delta,60974,2884,14363,132486,1970,15
KL,16-03-2021,total,12390578,1063444,295270,1540945,1094295,4423
KL,17-03-2021,total,12450771,1066259,303772,1587659,1096393,4436
KL,17-03-2021,delta7,390458,22786,71055,531160,12862,93
KL,17-03-2021,delta,60193,2815,8502,46714,2098,13
KL,18-03-2021,total,12505085,1068378,315358,1727014,1098292,4451
KL,18-03-2021,delta7,374934,21152,74735,621385,12628,95
KL,18-03-2021,delta,54314,2119,11586,139355,1899,15
KL,19-03-2021,total,12558269,1070343,326417,1852920,1100276,4468
KL,19-03-2021,delta7,375984,19740,68561,641506,12832,98
KL,19-03-2021,delta,53184,1965,11059,125906,1984,17
KL,20-03-2021,total,12617046,1072554,334495,1962681,1102354,4483
KL,20-03-2021,delta7,376417,18695,67920,687908,12875,101
KL,20-03-2021,delta,58777,2211,8078,109761,2078,15
KL,21-03-2021,delta7,370527,17708,67304,687266,12958,99
KL,21-03-2021,total,12661721,1074805,334671,1968582,1104229,4496
KL,21-03-2021,delta,44675,2251,176,5901,1875,13
KL,22-03-2021,total,12696542,1076571,342811,2089462,1105468,4508
KL,22-03-2021,delta7,366938,16011,61904,681003,13143,100
KL,22-03-2021,delta,34821,1766,8140,120880,1239,12
KL,23-03-2021,delta7,363389,15299,59407,662922,13158,95
KL,23-03-2021,delta,57425,2172,11866,114405,1985,10
KL,23-03-2021,total,12753967,1078743,354677,2203867,1107453,4518
KL,24-03-2021,delta7,359936,14544,54683,672737,13516,92
KL,24-03-2021,total,12810707,1080803,358455,2260396,1109909,4528
KL,24-03-2021,delta,56740,2060,3778,56529,2456,10
KL,25-03-2021,total,12861734,1082668,363741,2408804,1111898,4540
KL,25-03-2021,delta7,356649,14290,48383,681790,13606,89
KL,25-03-2021,delta,51027,1865,5286,148408,1989,12
KL,26-03-2021,delta,52252,1917,4370,128030,1825,14
KL,26-03-2021,delta7,355717,14242,41694,683914,13447,86
KL,26-03-2021,total,12913986,1084585,368111,2536834,1113723,4554
KL,27-03-2021,delta7,349228,14115,37387,685083,13424,85
KL,27-03-2021,total,12966274,1086669,371882,2647764,1115778,4568
KL,27-03-2021,delta,52288,2084,3771,110930,2055,14
KL,28-03-2021,total,13013503,1088522,371993,2659617,1117994,4580
KL,28-03-2021,delta,47229,1853,111,11853,2216,12
KL,28-03-2021,delta7,351782,13717,37322,691035,13765,84
KL,29-03-2021,delta,37377,1897,4217,145793,1549,11
KL,29-03-2021,delta7,354338,13848,33399,715948,14075,83
KL,29-03-2021,total,13050880,1090419,376210,2805410,1119543,4591
KL,30-03-2021,delta,58557,1946,6498,151743,2389,16
KL,30-03-2021,delta7,355470,13622,28031,753286,14479,89
KL,30-03-2021,total,13109437,1092365,382708,2957153,1121932,4607
KL,31-03-2021,total,13158864,1094404,386811,3015107,1124585,4622
KL,31-03-2021,delta,49427,2039,4103,57954,2653,15
KL,31-03-2021,delta7,348157,13601,28356,754711,14676,94
KL,01-04-2021,total,13213211,1096239,390298,3099836,1127383,4633
KL,01-04-2021,delta7,351477,13571,26557,691032,15485,93
KL,01-04-2021,delta,54347,1835,3487,84729,2798,11
KL,02-04-2021,delta,51783,2287,21194,209119,2508,14
KL,02-04-2021,total,13264994,1098526,411492,3308955,1129891,4647
KL,02-04-2021,delta7,351008,13941,43381,772121,16168,93
KL,03-04-2021,total,13309773,1100186,419834,3430171,1132432,4659
KL,03-04-2021,delta7,343499,13517,47952,782407,16654,91
KL,03-04-2021,delta,44779,1660,8342,121216,2541,12
KL,04-04-2021,delta7,341441,13837,49567,803047,17240,89
KL,04-04-2021,total,13354944,1102359,421560,3462664,1135234,4669
KL,04-04-2021,delta,45171,2173,1726,32493,2802,10
KL,05-04-2021,delta7,344255,13806,57020,792342,18048,90
KL,05-04-2021,total,13395135,1104225,433230,3597752,1137591,4681
KL,05-04-2021,delta,40191,1866,11670,135088,2357,12
KL,06-04-2021,total,13454186,1106123,435667,3623797,1141093,4695
KL,06-04-2021,delta7,344749,13758,52959,666644,19161,88
KL,06-04-2021,delta,59051,1898,2437,26045,3502,14
KL,07-04-2021,total,13514740,1108078,442665,3706748,1144595,4711
KL,07-04-2021,delta7,355876,13674,55854,691641,20010,89
KL,07-04-2021,delta,60554,1955,6998,82951,3502,16
KL,08-04-2021,total,13578641,1110283,457416,3899535,1148948,4729
KL,08-04-2021,delta,63901,2205,14751,192787,4353,18
KL,08-04-2021,delta7,365430,14044,67118,799699,21565,96
KL,09-04-2021,delta7,376887,14232,65078,790075,24120,104
KL,09-04-2021,total,13641881,1112758,476570,4099030,1154011,4751
KL,09-04-2021,delta,63240,2475,19154,199495,5063,22
KL,10-04-2021,delta,61957,2584,16330,171923,6194,17
KL,10-04-2021,delta7,394065,15156,73066,840782,27773,109
KL,10-04-2021,total,13703838,1115342,492900,4270953,1160205,4768
KL,11-04-2021,delta,65003,2358,3968,62848,6986,16
KL,11-04-2021,delta7,413897,15341,75308,871137,31957,115
KL,11-04-2021,total,13768841,1117700,496868,4333801,1167191,4784
KL,12-04-2021,total,13814258,1120174,526506,4571678,1172883,4795
KL,12-04-2021,delta7,419123,15949,93276,973926,35292,114
KL,12-04-2021,delta,45417,2474,29638,237877,5692,11
KL,13-04-2021,total,13887699,1123133,553106,4714426,1180398,4815
KL,13-04-2021,delta7,433513,17010,117439,1090629,39305,120
KL,13-04-2021,delta,73441,2959,26600,142748,7515,20
KL,14-04-2021,delta7,438217,17697,114648,1023423,44581,126
KL,14-04-2021,delta,65258,2642,4207,15745,8778,22
KL,14-04-2021,total,13952957,1125775,557313,4730171,1189176,4837
KL,15-04-2021,delta7,435216,18192,139743,1000322,48354,128
KL,15-04-2021,total,14013857,1128475,597159,4899857,1197302,4857
KL,15-04-2021,delta,60900,2700,39846,169686,8126,20
KL,16-04-2021,total,14081632,1132267,639411,5042561,1207333,4878
KL,16-04-2021,delta7,439751,19509,162841,943531,53322,127
KL,16-04-2021,delta,67775,3792,42252,142704,10031,21
KL,17-04-2021,delta7,459005,20579,181060,887640,60963,137
KL,17-04-2021,delta,81211,3654,34549,116032,13835,27
KL,17-04-2021,total,14162843,1135921,673960,5158593,1221168,4905
KL,18-04-2021,delta,108898,4565,6476,31203,18257,25
KL,18-04-2021,delta7,502900,22786,183568,855995,72234,146
KL,18-04-2021,total,14271741,1140486,680436,5189796,1239425,4930
KL,19-04-2021,total,14359016,1144791,727439,5299366,1253069,4951
KL,19-04-2021,delta7,544758,24617,200933,727688,80186,156
KL,19-04-2021,delta,87275,4305,47003,109570,13644,21
KL,20-04-2021,total,14471237,1148671,800248,5443585,1272646,4979
KL,20-04-2021,delta7,583538,25538,247142,729159,92248,164
KL,20-04-2021,delta,112221,3880,72809,144219,19577,28
KL,21-04-2021,delta7,640043,28327,284021,782249,105884,164
KL,21-04-2021,delta,121763,5431,41086,68835,22414,22
KL,21-04-2021,total,14593000,1154102,841334,5512420,1295060,5001
KL,22-04-2021,total,14728177,1160472,900680,5603437,1322055,5029
KL,22-04-2021,delta,135177,6370,59346,91017,26995,28
KL,22-04-2021,delta7,714320,31997,303521,703580,124753,172
KL,23-04-2021,delta7,777162,33868,315051,631390,143169,178
KL,23-04-2021,delta,130617,5663,53782,70514,28447,27
KL,23-04-2021,total,14858794,1166135,954462,5673951,1350502,5056
KL,24-04-2021,delta7,827106,37281,365232,629965,156019,176
KL,24-04-2021,total,14989949,1173202,1039192,5788558,1377187,5081
KL,24-04-2021,delta,131155,7067,84730,114607,26685,25
KL,25-04-2021,total,15116722,1181324,1045794,5801268,1405656,5111
KL,25-04-2021,delta,126773,8122,6602,12710,28469,30
KL,25-04-2021,delta7,844981,40838,365358,611472,166231,181
