STATE,DATE ,TYPE ,TESTED,RECOVERED,VACCINATED 2,VACCINATED 1,CONFIRMED,DECEASED
AP,04-08-2020,delta7,425645,43003,0,0,66036,456
AP,04-08-2020,total,2175070,95625,0,0,176333,1604
AP,04-08-2020,delta,64147,6953,0,0,9747,67
AP,05-08-2020,delta,60576,8729,0,0,10128,77
AP,05-08-2020,delta7,415637,48948,0,0,66071,468
AP,05-08-2020,total,2235646,104354,0,0,186461,1681
AP,06-08-2020,delta,63686,8516,0,0,10328,72
AP,06-08-2020,delta7,409255,52846,0,0,66232,472
AP,06-08-2020,total,2299332,112870,0,0,196789,1753
AP,07-08-2020,delta,62938,7594,0,0,10171,89
AP,07-08-2020,delta7,410494,56600,0,0,66027,493
AP,07-08-2020,total,2362270,120464,0,0,206960,1842
AP,08-08-2020,total,2424393,129615,0,0,217040,1939
AP,08-08-2020,delta7,411820,53001,0,0,66831,532
AP,08-08-2020,delta,62123,9151,0,0,10080,97
AP,09-08-2020,delta7,421898,55826,0,0,69096,562
AP,09-08-2020,delta,62912,9097,0,0,10820,97
AP,09-08-2020,total,2487305,138712,0,0,227860,2036
AP,10-08-2020,delta7,423381,56964,0,0,68939,579
AP,10-08-2020,delta,46999,6924,0,0,7665,80
AP,10-08-2020,total,2534304,145636,0,0,235525,2116
AP,11-08-2020,total,2592619,154749,0,0,244549,2203
AP,11-08-2020,delta7,417549,59124,0,0,68216,599
AP,11-08-2020,delta,58315,9113,0,0,9024,87
AP,12-08-2020,delta7,414121,57071,0,0,67685,615
AP,12-08-2020,delta,57148,6676,0,0,9597,93
AP,12-08-2020,total,2649767,161425,0,0,254146,2296
AP,13-08-2020,delta,55692,9499,0,0,9996,82
AP,13-08-2020,total,2705459,170924,0,0,264142,2378
AP,13-08-2020,delta7,406127,58054,0,0,67353,625
AP,14-08-2020,total,2758485,180703,0,0,273085,2475
AP,14-08-2020,delta,53026,9779,0,0,8943,97
AP,14-08-2020,delta7,396215,60239,0,0,66125,633
AP,15-08-2020,total,2812197,191117,0,0,281817,2562
AP,15-08-2020,delta7,387804,61502,0,0,64777,623
AP,15-08-2020,delta,53712,10414,0,0,8732,87
AP,16-08-2020,delta,48746,10117,0,0,8012,88
AP,16-08-2020,total,2860943,201234,0,0,289829,2650
AP,16-08-2020,delta7,373638,62522,0,0,61969,614
AP,17-08-2020,total,2905521,209100,0,0,296609,2732
AP,17-08-2020,delta,44578,7866,0,0,6780,82
AP,17-08-2020,delta7,371217,63464,0,0,61084,616
AP,18-08-2020,delta,56090,9211,0,0,9652,88
AP,18-08-2020,delta7,368992,63562,0,0,61712,617
AP,18-08-2020,total,2961611,218311,0,0,306261,2820
AP,19-08-2020,delta7,369529,64947,0,0,61857,610
AP,19-08-2020,delta,57685,8061,0,0,9742,86
AP,19-08-2020,total,3019296,226372,0,0,316003,2906
AP,20-08-2020,total,3074847,235218,0,0,325396,3001
AP,20-08-2020,delta,55551,8846,0,0,9393,95
AP,20-08-2020,delta7,369388,64294,0,0,61254,623
AP,21-08-2020,total,3129857,244045,0,0,334940,3092
AP,21-08-2020,delta7,371372,63342,0,0,61855,617
AP,21-08-2020,delta,55010,8827,0,0,9544,91
AP,22-08-2020,delta7,379129,61521,0,0,63399,627
AP,22-08-2020,delta,61469,8593,0,0,10276,97
AP,22-08-2020,total,3191326,252638,0,0,345216,3189
AP,23-08-2020,delta,46712,7449,0,0,7895,93
AP,23-08-2020,delta7,377095,58853,0,0,63282,632
AP,23-08-2020,total,3238038,260087,0,0,353111,3282
AP,24-08-2020,total,3292501,268828,0,0,361712,3368
AP,24-08-2020,delta,54463,8741,0,0,8601,86
AP,24-08-2020,delta7,386980,59728,0,0,65103,636
AP,25-08-2020,total,3356852,278247,0,0,371639,3460
AP,25-08-2020,delta,64351,9419,0,0,9927,92
AP,25-08-2020,delta7,395241,59936,0,0,65378,640
AP,26-08-2020,delta,61838,8473,0,0,10830,81
AP,26-08-2020,total,3418690,286720,0,0,382469,3541
AP,26-08-2020,delta7,399394,60348,0,0,66466,635
AP,27-08-2020,total,3479990,295248,0,0,393090,3633
AP,27-08-2020,delta7,405143,60030,0,0,67694,632
AP,27-08-2020,delta,61300,8528,0,0,10621,92
AP,28-08-2020,delta,61331,8463,0,0,10526,81
AP,28-08-2020,delta7,411464,59666,0,0,68676,622
AP,28-08-2020,total,3541321,303711,0,0,403616,3714
AP,29-08-2020,delta7,412019,60049,0,0,68948,607
AP,29-08-2020,delta,62024,8976,0,0,10548,82
AP,29-08-2020,total,3603345,312687,0,0,414164,3796
AP,30-08-2020,total,3666422,321754,0,0,424767,3884
AP,30-08-2020,delta7,428384,61667,0,0,71656,602
AP,30-08-2020,delta,63077,9067,0,0,10603,88
AP,31-08-2020,total,3722912,330526,0,0,434771,3969
AP,31-08-2020,delta,56490,8772,0,0,10004,85
AP,31-08-2020,delta7,430411,61698,0,0,73059,601
AP,01-09-2020,delta7,425894,61629,0,0,73500,593
AP,01-09-2020,total,3782746,339876,0,0,445139,4053
AP,01-09-2020,delta,59834,9350,0,0,10368,84
AP,02-09-2020,delta,60804,8454,0,0,10392,72
AP,02-09-2020,total,3843550,348330,0,0,455531,4125
AP,02-09-2020,delta7,424860,61610,0,0,73062,584
AP,03-09-2020,total,3905775,357829,0,0,465730,4200
AP,03-09-2020,delta7,425785,62581,0,0,72640,567
AP,03-09-2020,delta,62225,9499,0,0,10199,75
AP,04-09-2020,delta,59919,12334,0,0,10776,76
AP,04-09-2020,total,3965694,370163,0,0,476506,4276
AP,04-09-2020,delta7,424373,66452,0,0,72890,562
AP,05-09-2020,delta,69623,11941,0,0,10825,71
AP,05-09-2020,delta7,431972,69417,0,0,73167,551
AP,05-09-2020,total,4035317,382104,0,0,487331,4347
AP,06-09-2020,delta,72573,11915,0,0,10794,70
AP,06-09-2020,delta7,441468,72265,0,0,73358,533
AP,06-09-2020,total,4107890,394019,0,0,498125,4417
AP,07-09-2020,delta7,443165,73548,0,0,71722,518
AP,07-09-2020,delta,58187,10055,0,0,8368,70
AP,07-09-2020,total,4166077,404074,0,0,506493,4487
AP,08-09-2020,total,4237070,415765,0,0,517094,4560
AP,08-09-2020,delta,70993,11691,0,0,10601,73
AP,08-09-2020,delta7,454324,75889,0,0,71955,507
AP,09-09-2020,total,4308762,425607,0,0,527512,4634
AP,09-09-2020,delta,71692,9842,0,0,10418,74
AP,09-09-2020,delta7,465212,77277,0,0,71981,509
AP,10-09-2020,total,4380991,435647,0,0,537687,4702
AP,10-09-2020,delta7,475216,77818,0,0,71957,502
AP,10-09-2020,delta,72229,10040,0,0,10175,68
AP,11-09-2020,delta,71137,11069,0,0,9999,77
AP,11-09-2020,total,4452128,446716,0,0,547686,4779
AP,11-09-2020,delta7,486434,76553,0,0,71180,503
AP,12-09-2020,total,4527593,457008,0,0,557587,4846
AP,12-09-2020,delta,75465,10292,0,0,9901,67
AP,12-09-2020,delta7,492276,74904,0,0,70256,499
AP,13-09-2020,total,4599826,467139,0,0,567123,4912
AP,13-09-2020,delta7,491936,73120,0,0,68998,495
AP,13-09-2020,delta,72233,10131,0,0,9536,66
AP,14-09-2020,delta7,495278,72829,0,0,68586,485
AP,14-09-2020,total,4661355,476903,0,0,575079,4972
AP,14-09-2020,delta,61529,9764,0,0,7956,60
AP,15-09-2020,delta,70511,9628,0,0,8846,69
AP,15-09-2020,delta7,494796,70766,0,0,66831,481
AP,15-09-2020,total,4731866,486531,0,0,583925,5041
AP,16-09-2020,delta,75013,10845,0,0,8835,64
AP,16-09-2020,delta7,498117,71769,0,0,65248,471
AP,16-09-2020,total,4806879,497376,0,0,592760,5105
AP,17-09-2020,delta7,503380,72441,0,0,63775,475
AP,17-09-2020,delta,77492,10712,0,0,8702,72
AP,17-09-2020,total,4884371,508088,0,0,601462,5177
AP,18-09-2020,total,4959081,519891,0,0,609558,5244
AP,18-09-2020,delta7,506953,73175,0,0,61872,465
AP,18-09-2020,delta,74710,11803,0,0,8096,67
AP,19-09-2020,delta,74595,10820,0,0,8218,58
AP,19-09-2020,total,5033676,530711,0,0,617776,5302
AP,19-09-2020,delta7,506083,73703,0,0,60189,456
AP,20-09-2020,total,5104131,541319,0,0,625514,5359
AP,20-09-2020,delta7,504305,74180,0,0,58391,447
AP,20-09-2020,delta,70455,10608,0,0,7738,57
AP,21-09-2020,delta7,499345,74918,0,0,56670,438
AP,21-09-2020,total,5160700,551821,0,0,631749,5410
AP,21-09-2020,delta,56569,10502,0,0,6235,51
AP,22-09-2020,total,5229529,562376,0,0,639302,5461
AP,22-09-2020,delta7,497663,75845,0,0,55377,420
AP,22-09-2020,delta,68829,10555,0,0,7553,51
AP,23-09-2020,delta,72838,8291,0,0,7228,45
AP,23-09-2020,delta7,495488,73291,0,0,53770,401
AP,23-09-2020,total,5302367,570667,0,0,646530,5506
AP,24-09-2020,total,5378367,579474,0,0,654385,5558
AP,24-09-2020,delta,76000,8807,0,0,7855,52
AP,24-09-2020,delta7,493996,71386,0,0,52923,381
AP,25-09-2020,delta7,488715,68278,0,0,51900,362
AP,25-09-2020,delta,69429,8695,0,0,7073,48
AP,25-09-2020,total,5447796,588169,0,0,661458,5606
AP,26-09-2020,delta7,490110,66583,0,0,50975,361
AP,26-09-2020,delta,75990,9125,0,0,7293,57
AP,26-09-2020,total,5523786,597294,0,0,668751,5663
AP,27-09-2020,total,5600202,605090,0,0,675674,5708
AP,27-09-2020,delta,76416,7796,0,0,6923,45
AP,27-09-2020,delta7,496071,63771,0,0,50160,349
AP,28-09-2020,total,5666323,612300,0,0,681161,5745
AP,28-09-2020,delta7,505623,60479,0,0,49412,335
AP,28-09-2020,delta,66121,7210,0,0,5487,37
AP,29-09-2020,delta,68429,9836,0,0,6190,35
AP,29-09-2020,total,5734752,622136,0,0,687351,5780
AP,29-09-2020,delta7,505223,59760,0,0,48049,319
AP,30-09-2020,delta,71806,7075,0,0,6133,48
AP,30-09-2020,delta7,504191,58544,0,0,46954,322
AP,30-09-2020,total,5806558,629211,0,0,693484,5828
AP,01-10-2020,total,5878135,636508,0,0,700235,5869
AP,01-10-2020,delta,71577,7297,0,0,6751,41
AP,01-10-2020,delta7,499768,57034,0,0,45850,311
AP,02-10-2020,total,5948534,643993,0,0,706790,5900
AP,02-10-2020,delta7,500738,55824,0,0,45332,294
AP,02-10-2020,delta,70399,7485,0,0,6555,31
AP,03-10-2020,total,6021395,651791,0,0,713014,5941
AP,03-10-2020,delta7,497609,54497,0,0,44263,278
AP,03-10-2020,delta,72861,7798,0,0,6224,41
AP,04-10-2020,delta,72811,7084,0,0,6242,40
AP,04-10-2020,delta7,494004,53785,0,0,43582,273
AP,04-10-2020,total,6094206,658875,0,0,719256,5981
AP,05-10-2020,delta,56145,7558,0,0,4256,38
AP,05-10-2020,delta7,484028,54133,0,0,42351,274
AP,05-10-2020,total,6150351,666433,0,0,723512,6019
AP,06-10-2020,delta7,481488,50343,0,0,41956,272
AP,06-10-2020,delta,65889,6046,0,0,5795,33
AP,06-10-2020,total,6216240,672479,0,0,729307,6052
AP,07-10-2020,total,6283009,678828,0,0,734427,6086
AP,07-10-2020,delta,66769,6349,0,0,5120,34
AP,07-10-2020,delta7,476451,49617,0,0,40943,258
AP,08-10-2020,total,6349953,684930,0,0,739719,6128
AP,08-10-2020,delta,66944,6102,0,0,5292,42
AP,08-10-2020,delta7,471818,48422,0,0,39484,259
AP,09-10-2020,delta7,471940,47047,0,0,38074,259
AP,09-10-2020,total,6420474,691040,0,0,744864,6159
AP,09-10-2020,delta,70521,6110,0,0,5145,31
AP,10-10-2020,total,6494099,697699,0,0,750517,6194
AP,10-10-2020,delta,73625,6659,0,0,5653,35
AP,10-10-2020,delta7,472704,45908,0,0,37503,253
AP,11-10-2020,total,6569616,703208,0,0,755727,6224
AP,11-10-2020,delta7,475410,44333,0,0,36471,243
AP,11-10-2020,delta,75517,5509,0,0,5210,30
AP,12-10-2020,delta,61112,5504,0,0,3224,32
AP,12-10-2020,delta7,480377,42279,0,0,35439,237
AP,12-10-2020,total,6630728,708712,0,0,758951,6256
AP,13-10-2020,total,6702810,714427,0,0,763573,6291
AP,13-10-2020,delta,72082,5715,0,0,4622,35
AP,13-10-2020,delta7,486570,41948,0,0,34266,239
AP,14-10-2020,delta,69463,5050,0,0,3892,28
AP,14-10-2020,delta7,489264,40649,0,0,33038,233
AP,14-10-2020,total,6772273,719477,0,0,767465,6319
AP,15-10-2020,delta,73767,5622,0,0,4038,38
AP,15-10-2020,delta7,496087,40169,0,0,31784,229
AP,15-10-2020,total,6846040,725099,0,0,771503,6357
AP,16-10-2020,delta,74337,5010,0,0,3967,25
AP,16-10-2020,delta7,499903,39069,0,0,30606,223
AP,16-10-2020,total,6920377,730109,0,0,775470,6382
AP,17-10-2020,total,6991258,735638,0,0,779146,6406
AP,17-10-2020,delta,70881,5529,0,0,3676,24
AP,17-10-2020,delta7,497159,37939,0,0,28629,212
AP,18-10-2020,total,7066203,740229,0,0,783132,6429
AP,18-10-2020,delta,74945,4591,0,0,3986,23
AP,18-10-2020,delta7,496587,37021,0,0,27405,205
AP,19-10-2020,delta,61330,4303,0,0,2918,24
AP,19-10-2020,delta7,496805,35820,0,0,27099,197
AP,19-10-2020,total,7127533,744532,0,0,786050,6453
AP,20-10-2020,total,7196628,749676,0,0,789553,6481
AP,20-10-2020,delta,69095,5144,0,0,3503,28
AP,20-10-2020,delta7,493818,35249,0,0,25980,190
AP,21-10-2020,total,7271050,754415,0,0,793299,6508
AP,21-10-2020,delta,74422,4739,0,0,3746,27
AP,21-10-2020,delta7,498777,34938,0,0,25834,189
AP,22-10-2020,delta7,501736,33039,0,0,25416,167
AP,22-10-2020,total,7347776,758138,0,0,796919,6524
AP,22-10-2020,delta,76726,3723,0,0,3620,16
AP,23-10-2020,delta,80238,4281,0,0,3765,20
AP,23-10-2020,delta7,507637,32310,0,0,25214,162
AP,23-10-2020,total,7428014,762419,0,0,800684,6544
AP,24-10-2020,delta7,511675,30353,0,0,24880,160
AP,24-10-2020,delta,74919,3572,0,0,3342,22
AP,24-10-2020,total,7502933,765991,0,0,804026,6566
AP,25-10-2020,delta7,504149,29347,0,0,23891,158
AP,25-10-2020,total,7570352,769576,0,0,807023,6587
AP,25-10-2020,delta,67419,3585,0,0,2997,21
AP,26-10-2020,total,7621896,773548,0,0,808924,6606
AP,26-10-2020,delta,51544,3972,0,0,1901,19
AP,26-10-2020,delta7,494363,29016,0,0,22874,153
AP,27-10-2020,total,7696653,777900,0,0,811825,6625
AP,27-10-2020,delta,74757,4352,0,0,2901,19
AP,27-10-2020,delta7,500025,28224,0,0,22272,144
AP,28-10-2020,delta7,502631,27094,0,0,21475,135
AP,28-10-2020,total,7773681,781509,0,0,814774,6643
AP,28-10-2020,delta,77028,3609,0,0,2949,18
AP,29-10-2020,delta7,514683,26614,0,0,20760,135
AP,29-10-2020,total,7862459,784752,0,0,817679,6659
AP,29-10-2020,delta,88778,3243,0,0,2905,16
AP,30-10-2020,total,7946860,788375,0,0,820565,6676
AP,30-10-2020,delta,84401,3623,0,0,2886,17
AP,30-10-2020,delta7,518846,25956,0,0,19881,132
AP,31-10-2020,delta,82045,3708,0,0,2783,14
AP,31-10-2020,delta7,525972,26092,0,0,19322,124
AP,31-10-2020,total,8028905,792083,0,0,823348,6690
AP,01-11-2020,total,8117685,795592,0,0,825966,6706
AP,01-11-2020,delta,88780,3509,0,0,2618,16
AP,01-11-2020,delta7,547333,26016,0,0,18943,119
AP,02-11-2020,delta,64581,3033,0,0,1916,13
AP,02-11-2020,delta7,560370,25077,0,0,18958,113
AP,02-11-2020,total,8182266,798625,0,0,827882,6719
AP,03-11-2020,delta7,570147,24425,0,0,18906,109
AP,03-11-2020,delta,84534,3700,0,0,2849,15
AP,03-11-2020,total,8266800,802325,0,0,830731,6734
AP,04-11-2020,delta,75465,2701,0,0,2477,10
AP,04-11-2020,delta7,568584,23517,0,0,18434,101
AP,04-11-2020,total,8342265,805026,0,0,833208,6744
AP,05-11-2020,total,8427629,807318,0,0,835953,6757
AP,05-11-2020,delta,85364,2292,0,0,2745,13
AP,05-11-2020,delta7,565170,22566,0,0,18274,98
AP,06-11-2020,delta,79601,2452,0,0,2410,11
AP,06-11-2020,total,8507230,809770,0,0,838363,6768
AP,06-11-2020,delta7,560370,21395,0,0,17798,92
AP,07-11-2020,delta,80082,2747,0,0,2367,11
AP,07-11-2020,delta7,558407,20434,0,0,17382,89
AP,07-11-2020,total,8587312,812517,0,0,840730,6779
AP,08-11-2020,total,8663975,814773,0,0,842967,6791
AP,08-11-2020,delta,76663,2256,0,0,2237,12
AP,08-11-2020,delta7,546290,19181,0,0,17001,85
AP,09-11-2020,total,8725025,816322,0,0,844359,6802
AP,09-11-2020,delta7,542759,17697,0,0,16477,83
AP,09-11-2020,delta,61050,1549,0,0,1392,11
AP,10-11-2020,total,8792935,818473,0,0,846245,6814
AP,10-11-2020,delta7,526135,16148,0,0,15514,80
AP,10-11-2020,delta,67910,2151,0,0,1886,12
AP,11-11-2020,delta7,521075,15208,0,0,14769,84
AP,11-11-2020,delta,70405,1761,0,0,1732,14
AP,11-11-2020,total,8863340,820234,0,0,847977,6828
AP,12-11-2020,delta7,512859,14693,0,0,13752,80
AP,12-11-2020,total,8940488,822011,0,0,849705,6837
AP,12-11-2020,delta,77148,1777,0,0,1728,9
AP,13-11-2020,delta7,513995,14419,0,0,12935,79
AP,13-11-2020,delta,80737,2178,0,0,1593,10
AP,13-11-2020,total,9021225,824189,0,0,851298,6847
AP,14-11-2020,total,9101048,826344,0,0,852955,6854
AP,14-11-2020,delta,79823,2155,0,0,1657,7
AP,14-11-2020,delta7,513736,13827,0,0,12225,75
AP,15-11-2020,total,9154263,828484,0,0,854011,6868
AP,15-11-2020,delta,53215,2140,0,0,1056,14
AP,15-11-2020,delta7,490288,13711,0,0,11044,77
AP,16-11-2020,delta7,472282,13669,0,0,10405,79
AP,16-11-2020,total,9197307,829991,0,0,854764,6881
AP,16-11-2020,delta,43044,1507,0,0,753,13
AP,17-11-2020,total,9264085,832284,0,0,856159,6890
AP,17-11-2020,delta,66778,2293,0,0,1395,9
AP,17-11-2020,delta7,471150,13811,0,0,9914,76
AP,18-11-2020,total,9333703,833980,0,0,857395,6899
AP,18-11-2020,delta,69618,1696,0,0,1236,9
AP,18-11-2020,delta7,470363,13746,0,0,9418,71
AP,19-11-2020,delta,75165,1821,0,0,1316,11
AP,19-11-2020,total,9408868,835801,0,0,858711,6910
AP,19-11-2020,delta7,468380,13790,0,0,9006,73
AP,20-11-2020,total,9474870,837630,0,0,859932,6920
AP,20-11-2020,delta7,453645,13441,0,0,8634,73
AP,20-11-2020,delta,66002,1829,0,0,1221,10
AP,21-11-2020,total,9543177,839395,0,0,861092,6927
AP,21-11-2020,delta7,442129,13051,0,0,8137,73
AP,21-11-2020,delta,68307,1765,0,0,1160,7
AP,22-11-2020,total,9615090,841026,0,0,862213,6938
AP,22-11-2020,delta7,460827,12542,0,0,8202,70
AP,22-11-2020,delta,71913,1631,0,0,1121,11
AP,23-11-2020,delta7,464913,12425,0,0,7994,67
AP,23-11-2020,total,9662220,842416,0,0,862758,6948
AP,23-11-2020,delta,47130,1390,0,0,545,10
AP,24-11-2020,total,9727321,843863,0,0,863843,6956
AP,24-11-2020,delta,65101,1447,0,0,1085,8
AP,24-11-2020,delta7,463236,11579,0,0,7684,66
AP,25-11-2020,delta,60726,1176,0,0,831,6
AP,25-11-2020,delta7,454344,11059,0,0,7279,63
AP,25-11-2020,total,9788047,845039,0,0,864674,6962
AP,26-11-2020,delta,67269,1081,0,0,1031,8
AP,26-11-2020,delta7,446448,10319,0,0,6994,60
AP,26-11-2020,total,9855316,846120,0,0,865705,6970
AP,27-11-2020,total,9913068,847325,0,0,866438,6976
AP,27-11-2020,delta,57752,1205,0,0,733,6
AP,27-11-2020,delta7,438198,9695,0,0,6506,56
AP,28-11-2020,total,9962416,848511,0,0,867063,6981
AP,28-11-2020,delta,49348,1186,0,0,625,5
AP,28-11-2020,delta7,419239,9116,0,0,5971,54
AP,29-11-2020,delta7,402036,11272,0,0,5470,50
AP,29-11-2020,total,10017126,852298,0,0,867683,6988
AP,29-11-2020,delta,54710,3787,0,0,620,7
AP,30-11-2020,delta7,395634,10816,0,0,5306,44
AP,30-11-2020,delta,40728,934,0,0,381,4
AP,30-11-2020,total,10057854,853232,0,0,868064,6992
AP,01-12-2020,delta,51854,1094,0,0,685,4
AP,01-12-2020,delta7,382387,10463,0,0,4906,40
AP,01-12-2020,total,10109708,854326,0,0,868749,6996
AP,02-12-2020,total,10166696,855485,0,0,869412,7003
AP,02-12-2020,delta7,378649,10446,0,0,4738,41
AP,02-12-2020,delta,56988,1159,0,0,663,7
AP,03-12-2020,total,10229745,856320,0,0,870076,7014
AP,03-12-2020,delta7,374429,10200,0,0,4371,44
AP,03-12-2020,delta,63049,835,0,0,664,11
AP,04-12-2020,delta,63406,913,0,0,599,6
AP,04-12-2020,total,10293151,857233,0,0,870675,7020
AP,04-12-2020,delta7,380083,9908,0,0,4237,44
AP,05-12-2020,delta7,387867,9604,0,0,4242,43
AP,05-12-2020,total,10350283,858115,0,0,871305,7024
AP,05-12-2020,delta,57132,882,0,0,630,4
AP,06-12-2020,delta,60329,914,0,0,667,9
AP,06-12-2020,delta7,393486,6731,0,0,4289,45
AP,06-12-2020,total,10410612,859029,0,0,871972,7033
AP,07-12-2020,total,10453618,859624,0,0,872288,7038
AP,07-12-2020,delta,43006,595,0,0,316,5
AP,07-12-2020,delta7,395764,6392,0,0,4224,46
AP,08-12-2020,delta,56187,744,0,0,551,4
AP,08-12-2020,delta7,400097,6042,0,0,4090,46
AP,08-12-2020,total,10509805,860368,0,0,872839,7042
AP,09-12-2020,total,10570843,861153,0,0,873457,7045
AP,09-12-2020,delta7,404147,5668,0,0,4045,42
AP,09-12-2020,delta,61038,785,0,0,618,3
AP,10-12-2020,total,10635197,861711,0,0,873995,7047
AP,10-12-2020,delta7,405452,5391,0,0,3919,33
AP,10-12-2020,delta,64354,558,0,0,538,2
AP,11-12-2020,total,10699622,862230,0,0,874515,7049
AP,11-12-2020,delta,64425,519,0,0,520,2
AP,11-12-2020,delta7,406471,4997,0,0,3840,29
AP,12-12-2020,delta7,416834,4780,0,0,3720,28
AP,12-12-2020,total,10767117,862895,0,0,875025,7052
AP,12-12-2020,delta,67495,665,0,0,510,3
AP,13-12-2020,delta,63873,613,0,0,506,5
AP,13-12-2020,total,10830990,863508,0,0,875531,7057
AP,13-12-2020,delta7,420378,4479,0,0,3559,24
AP,14-12-2020,delta7,422307,4425,0,0,3548,21
AP,14-12-2020,delta,44935,541,0,0,305,2
AP,14-12-2020,total,10875925,864049,0,0,875836,7059
AP,15-12-2020,delta,61452,563,0,0,500,5
AP,15-12-2020,delta7,427572,4244,0,0,3497,22
AP,15-12-2020,total,10937377,864612,0,0,876336,7064
AP,16-12-2020,total,11001476,865327,0,0,876814,7067
AP,16-12-2020,delta,64099,715,0,0,478,3
AP,16-12-2020,delta7,430633,4174,0,0,3357,22
AP,17-12-2020,total,11065297,865825,0,0,877348,7069
AP,17-12-2020,delta,63821,498,0,0,534,2
AP,17-12-2020,delta7,430100,4114,0,0,3353,22
AP,18-12-2020,total,11134359,866359,0,0,877806,7070
AP,18-12-2020,delta7,434737,4129,0,0,3291,21
AP,18-12-2020,delta,69062,534,0,0,458,1
AP,19-12-2020,delta7,429457,3961,0,0,3260,22
AP,19-12-2020,delta,62215,497,0,0,479,4
AP,19-12-2020,total,11196574,866856,0,0,878285,7074
AP,20-12-2020,delta7,429820,3937,0,0,3192,19
AP,20-12-2020,delta,64236,589,0,0,438,2
AP,20-12-2020,total,11260810,867445,0,0,878723,7076
AP,21-12-2020,delta7,425180,3818,0,0,3101,19
AP,21-12-2020,delta,40295,422,0,0,214,2
AP,21-12-2020,total,11301105,867867,0,0,878937,7078
AP,22-12-2020,total,11357530,868279,0,0,879339,7082
AP,22-12-2020,delta7,420153,3667,0,0,3003,18
AP,22-12-2020,delta,56425,412,0,0,402,4
AP,23-12-2020,total,11415249,868769,0,0,879718,7085
AP,23-12-2020,delta7,413773,3442,0,0,2904,18
AP,23-12-2020,delta,57719,490,0,0,379,3
AP,24-12-2020,delta,59548,355,0,0,357,4
AP,24-12-2020,delta7,409500,3299,0,0,2727,20
AP,24-12-2020,total,11474797,869124,0,0,880075,7089
AP,25-12-2020,total,11531206,869478,0,0,880430,7091
AP,25-12-2020,delta7,396847,3119,0,0,2624,21
AP,25-12-2020,delta,56409,354,0,0,355,2
AP,26-12-2020,total,11574117,869920,0,0,880712,7092
AP,26-12-2020,delta,42911,442,0,0,282,1
AP,26-12-2020,delta7,377543,3064,0,0,2427,18
AP,27-12-2020,delta7,359693,2897,0,0,2338,18
AP,27-12-2020,delta,46386,422,0,0,349,2
AP,27-12-2020,total,11620503,870342,0,0,881061,7094
AP,28-12-2020,total,11657884,870752,0,0,881273,7098
AP,28-12-2020,delta7,356779,2885,0,0,2336,20
AP,28-12-2020,delta,37381,410,0,0,212,4
AP,29-12-2020,total,11708678,871116,0,0,881599,7100
AP,29-12-2020,delta7,351148,2837,0,0,2260,18
AP,29-12-2020,delta,50794,364,0,0,326,2
AP,30-12-2020,delta7,349169,2819,0,0,2230,19
AP,30-12-2020,total,11764418,871588,0,0,881948,7104
AP,30-12-2020,delta,55740,472,0,0,349,4
AP,31-12-2020,total,11825566,871916,0,0,882286,7108
AP,31-12-2020,delta7,350769,2792,0,0,2211,19
AP,31-12-2020,delta,61148,328,0,0,338,4
AP,01-01-2021,delta,58519,350,0,0,326,0
AP,01-01-2021,total,11884085,872266,0,0,882612,7108
AP,01-01-2021,delta7,352879,2788,0,0,2182,17
AP,02-01-2021,total,11932603,872545,0,0,882850,7111
AP,02-01-2021,delta7,358486,2625,0,0,2138,19
AP,02-01-2021,delta,48518,279,0,0,238,3
AP,03-01-2021,delta,40177,352,0,0,232,4
AP,03-01-2021,delta7,352277,2555,0,0,2021,21
AP,03-01-2021,total,11972780,872897,0,0,883082,7115
AP,04-01-2021,total,12002494,873149,0,0,883210,7118
AP,04-01-2021,delta,29714,252,0,0,128,3
AP,04-01-2021,delta7,344610,2397,0,0,1937,20
AP,05-01-2021,total,12053914,873427,0,0,883587,7122
AP,05-01-2021,delta7,345236,2311,0,0,1988,22
AP,05-01-2021,delta,51420,278,0,0,377,4
AP,06-01-2021,delta7,340703,2267,0,0,1928,21
AP,06-01-2021,total,12105121,873855,0,0,883876,7125
AP,06-01-2021,delta,51207,428,0,0,289,3
AP,07-01-2021,delta,59410,368,0,0,295,1
AP,07-01-2021,delta7,338965,2307,0,0,1885,18
AP,07-01-2021,total,12164531,874223,0,0,884171,7126
AP,08-01-2021,delta7,340117,2265,0,0,1878,19
AP,08-01-2021,delta,59671,308,0,0,319,1
AP,08-01-2021,total,12224202,874531,0,0,884490,7127
AP,09-01-2021,total,12274647,874954,0,0,884689,7128
AP,09-01-2021,delta7,342044,2409,0,0,1839,17
AP,09-01-2021,delta,50445,423,0,0,199,1
AP,10-01-2021,total,12324674,875243,0,0,884916,7129
AP,10-01-2021,delta,50027,289,0,0,227,1
AP,10-01-2021,delta7,351894,2346,0,0,1834,14
AP,11-01-2021,delta,30933,213,0,0,121,2
AP,11-01-2021,total,12355607,875456,0,0,885037,7131
AP,11-01-2021,delta7,353113,2307,0,0,1827,13
AP,12-01-2021,delta7,342679,2263,0,0,1647,11
AP,12-01-2021,total,12396593,875690,0,0,885234,7133
AP,12-01-2021,delta,40986,234,0,0,197,2
AP,13-01-2021,delta7,336151,2066,0,0,1561,9
AP,13-01-2021,delta,44679,231,0,0,203,1
AP,13-01-2021,total,12441272,875921,0,0,885437,7134
